crn,sunday,monday,tuesday,wednesday,thursday,friday,saturdaym,start_time,end_time,start_date,end_date,location,meeting_type
45901,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
15228,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
14113,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
35002,null,null,null,null,R,null,null,03:55 PM,06:55 PM,01/13/2025,05/06/2025,AGLS 113,Lecture,
45903,null,M,null,null,null,null,null,03:00 PM,06:00 PM,01/13/2025,05/06/2025,AGLS 117,Lecture,
45903,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
45899,null,null,null,W,null,null,null,03:00 PM,06:00 PM,01/13/2025,05/06/2025,AGLS 113,Lecture,
54329,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
54237,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
37999,null,null,T,null,null,null,null,03:55 PM,06:55 PM,01/13/2025,05/06/2025,AGLS 113,Lecture,
41927,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
41926,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50113,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50114,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50435,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50115,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
15233,null,null,null,null,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,AGLS 132,Seminar,
25665,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
18310,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
18311,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
33069,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
25669,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
25671,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18375,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
40719,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
15086,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
56845,null,null,null,null,null,null,null,null,null,01/17/2025,05/26/2025,null,Independent Study,
57079,null,null,null,null,null,null,null,null,null,01/17/2025,05/26/2025,null,Independent Study,
18499,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
22960,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
57182,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
56293,null,null,null,null,null,F,null,12:40 PM,03:40 PM,01/13/2025,05/06/2025,AGLS 132,Lecture,
16293,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
17922,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
22930,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
25722,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
14928,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
17923,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
14929,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
14931,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
16103,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
16294,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
16387,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
14996,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
19891,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
50111,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50112,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
39225,null,M,null,null,null,null,null,03:00 PM,06:00 PM,01/13/2025,05/06/2025,AGLS 113,Lecture,
18739,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,KLCT 115,Lecture,
18740,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,KLCT 115,Lecture,
45912,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,KLCT 115,Lecture,
29531,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
30913,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50121,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
53660,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
53661,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
38129,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
10135,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 205,Lecture,
54236,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
19494,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
54852,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
41451,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,AGLS 132,Lecture,
50262,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
12556,null,null,null,null,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,AGLS 117,Lecture,
12556,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
12559,null,null,null,null,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,AGLS 117,Lecture,
12559,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
12560,null,null,null,null,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,AGLS 117,Lecture,
12560,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
12561,null,null,null,null,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,AGLS 117,Lecture,
12561,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
12563,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
12563,null,null,null,null,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,AGLS 117,Lecture,
12564,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
12564,null,null,null,null,null,F,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,AGLS 117,Lecture,
30914,null,null,null,null,R,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,AGLS 117,Lecture,
30914,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
30915,null,null,null,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,AGLS 117,Lecture,
30915,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
56232,null,null,null,null,null,null,null,null,null,01/17/2025,05/26/2025,null,Lecture,
34295,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,AGLS 113,Lecture,
54994,null,M,null,W,null,F,null,12:40 PM,01:35 PM,01/13/2025,05/06/2025,AGLS 113,Lecture,
53773,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,AGLS 113,Lecture,
22764,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
15278,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,AGLS 132,Lecture,
53662,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,AGLS 113,Lecture,
34448,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,AGLS 115,Lecture,
53772,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,ILCB 224,Lecture,
16764,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,AGLS 115,Lecture,
53665,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
38069,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
16766,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,AGLS 115,Lecture,
19677,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
56038,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
38402,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,ILCB 224,Lecture,
30916,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
28263,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,AGLS 115,Lecture,
15279,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,AGLS 115,Seminar,
53666,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Seminar,
56804,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Seminar,
29533,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
13880,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
13881,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
13882,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
13883,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
22995,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
14174,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
16153,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
56843,null,null,null,null,null,null,null,null,null,01/17/2025,05/26/2025,null,Independent Study,
17604,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
57118,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
25473,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
10138,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
47479,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
51737,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
54601,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
51635,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
10139,null,M,null,null,null,null,null,12:40 PM,02:30 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
10139,null,null,null,W,null,null,null,07:00 PM,09:00 PM,03/05/2025,03/05/2025,KLCT 115,Examination,
10139,null,null,null,null,R,null,null,07:00 PM,09:00 PM,04/24/2025,04/24/2025,KLCT 115,Examination,
10140,null,M,null,null,null,null,null,03:00 PM,04:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
10140,null,null,null,null,R,null,null,07:00 PM,09:00 PM,02/27/2025,02/27/2025,KLCT 115,Examination,
10140,null,null,null,null,R,null,null,07:00 PM,09:00 PM,04/17/2025,04/17/2025,KLCT 115,Examination,
10144,null,null,null,W,null,null,null,03:00 PM,04:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
10144,null,null,null,null,R,null,null,07:00 PM,09:00 PM,02/27/2025,02/27/2025,KLCT 115,Examination,
10144,null,null,null,null,R,null,null,07:00 PM,09:00 PM,04/17/2025,04/17/2025,KLCT 115,Examination,
10145,null,null,null,null,R,null,null,10:00 AM,11:50 AM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
10145,null,null,null,null,R,null,null,07:00 PM,09:00 PM,02/27/2025,02/27/2025,KLCT 115,Examination,
10145,null,null,null,null,R,null,null,07:00 PM,09:00 PM,04/17/2025,04/17/2025,KLCT 115,Examination,
34620,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34620,null,M,null,null,null,null,null,10:20 AM,12:10 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34621,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34621,null,M,null,null,null,null,null,01:00 PM,02:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34622,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34622,null,M,null,null,null,null,null,03:30 PM,05:20 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34623,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34623,null,M,null,null,null,null,null,05:30 PM,07:20 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34624,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34624,null,null,T,null,null,null,null,12:40 PM,02:30 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34625,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34625,null,null,T,null,null,null,null,03:00 PM,04:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34626,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34626,null,null,T,null,null,null,null,05:00 PM,06:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34627,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34627,null,null,null,W,null,null,null,08:00 AM,09:50 AM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34628,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34628,null,null,null,W,null,null,null,10:20 AM,12:10 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34629,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
34629,null,null,null,W,null,null,null,01:00 PM,02:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
38403,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
38403,null,null,null,W,null,null,null,03:30 PM,05:20 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
40268,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
40268,null,null,null,null,R,null,null,12:40 PM,02:30 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
41369,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
41369,null,null,null,null,R,null,null,03:00 PM,04:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
41370,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
41370,null,null,null,null,R,null,null,05:00 PM,06:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
48288,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
48288,null,null,null,null,null,F,null,08:00 AM,09:50 AM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
51343,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
51343,null,null,null,null,null,F,null,10:20 AM,12:10 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
51741,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
51741,null,null,null,null,null,F,null,12:40 PM,02:30 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
51748,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
51748,null,null,null,null,null,F,null,03:00 PM,04:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
51749,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
51749,null,null,null,null,null,F,null,03:00 PM,04:50 PM,01/13/2025,05/06/2025,PRPV 101,Laboratory,
34001,null,null,T,null,R,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 113,Lecture,
10149,null,null,T,null,R,null,null,11:10 AM,12:00 PM,01/13/2025,05/06/2025,MSTC 100,Lecture,
57250,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
57250,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
14132,null,M,null,W,null,F,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,KLCT 113,Lecture,
27722,null,null,T,null,R,null,null,12:45 PM,01:35 PM,01/13/2025,05/06/2025,EQEB 708AB,Lecture,
27735,null,M,null,W,null,null,null,01:00 PM,02:50 PM,01/13/2025,05/06/2025,KLCT 123,Lecture,
27735,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
23767,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,KLCT 117,Lecture,
23767,null,M,null,null,null,null,null,11:30 AM,01:20 PM,01/13/2025,05/06/2025,FREE ARENA,Laboratory,
23768,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,KLCT 117,Lecture,
23768,null,null,null,W,null,null,null,11:30 AM,01:20 PM,01/13/2025,05/06/2025,EQCT 100,Laboratory,
23769,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,KLCT 117,Lecture,
23769,null,null,null,null,null,F,null,11:30 AM,01:20 PM,01/13/2025,05/06/2025,FREE ARENA,Laboratory,
23037,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
20098,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
29294,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
27726,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,KLCT 123,Lecture,
10151,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,KLCT 115,Lecture,
10152,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,KLCT 115,Lecture,
10152,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
10153,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,KLCT 115,Lecture,
10153,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
44646,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,KLCT 115,Lecture,
44646,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
44616,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,KLCT 115,Lecture,
44616,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
10156,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
10156,null,M,null,null,null,null,null,12:40 PM,03:30 PM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
22365,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
22365,null,null,T,null,null,null,null,12:45 PM,03:35 PM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
22366,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
22366,null,null,null,null,null,F,null,08:00 AM,10:50 AM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
10159,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
10159,null,M,null,null,null,null,null,12:40 PM,03:30 PM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
10158,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
10158,null,null,T,null,null,null,null,08:00 AM,10:50 AM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
10161,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
10161,null,null,T,null,null,null,null,12:45 PM,03:35 PM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
10160,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
10160,null,null,null,W,null,null,null,09:10 AM,12:00 PM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
10162,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
10162,null,null,null,W,null,null,null,12:40 PM,03:30 PM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
15280,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
15280,null,null,null,null,R,null,null,08:00 AM,10:50 AM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
10163,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
10163,null,null,null,null,R,null,null,12:45 PM,03:35 PM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
15310,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
15310,null,null,null,null,null,F,null,08:00 AM,10:50 AM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
53778,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 106,Lecture,
53778,null,null,null,null,null,F,null,12:40 PM,03:30 PM,01/13/2025,05/06/2025,MSTC 100,Laboratory,
23770,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,KLCT 113,Lecture,
23770,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
