ccode,cnumber,prereqs,
MXET,375, MMET 275 w/Min Grade C,
NEXT,605,null,
NEXT,620,null,
NEXT,621,null,
NRSC,401, VIBS 277 w/Min Grade D or NRSC 277 w/Min Grade D,
NUEN,102, NUEN 101 w/Min Grade D,
NUEN,201, ( MATH 251 w/Min Grade D (concurrency) ) and ( PHYS 208 w/Min Grade D or PHYS 207 w/Min Grade D ),
NUEN,201, ( MATH 251 w/Min Grade D (concurrency) ) and ( PHYS 208 w/Min Grade D or PHYS 207 w/Min Grade D ),
NUEN,265, CHEM 102 w/Min Grade D or ( CHEM 104 w/Min Grade D and CHEM 114 w/Min Grade D ) or CHEM 107 w/Min Grade D and PHYS 218 w/Min Grade D,
NUEN,265, CHEM 102 w/Min Grade D or ( CHEM 104 w/Min Grade D and CHEM 114 w/Min Grade D ) or CHEM 107 w/Min Grade D and PHYS 218 w/Min Grade D,
NUEN,301, NUEN 302 w/Min Grade D,
NUEN,302, NUEN 201 w/Min Grade D and MATH 308 w/Min Grade D (concurrency),
NUEN,302,undefined,
NUEN,303, NUEN 309 w/Min Grade C,
NUEN,303, NUEN 309 w/Min Grade C,
NUEN,304, NUEN 301 w/Min Grade D and MATH 309 w/Min Grade D,
NUEN,304, NUEN 301 w/Min Grade D and MATH 309 w/Min Grade D,
NUEN,315, MEEN 221 w/Min Grade D and ( MATH 251 w/Min Grade D or MATH 253 w/Min Grade D ),
NUEN,329, MATH 309 w/Min Grade D and NUEN 301 w/Min Grade D,
NUEN,329, MATH 309 w/Min Grade D and NUEN 301 w/Min Grade D,
NUEN,410, NUEN 304 w/Min Grade D and NUEN 406 w/Min Grade D and MEEN 461 w/Min Grade D,
NUEN,410, NUEN 304 w/Min Grade D and NUEN 406 w/Min Grade D and MEEN 461 w/Min Grade D,
NUEN,417, PHYS 208 w/Min Grade C,
NUEN,451, NUEN 303 w/Min Grade D and NUEN 309 w/Min Grade D,
NUEN,460, ( NUEN 301 w/Min Grade D or NUEN 302 w/Min Grade D or NUEN 304 w/Min Grade D or NUEN 406 w/Min Grade D or NUEN 430 w/Min Grade D ) and ( MEEN 315 w/Min Grade D or MEEN 344 w/Min Grade D or MEEN 461 w/Min Grade D ),
NUEN,475, NUEN 309 w/Min Grade C,
NUEN,475, NUEN 309 w/Min Grade C,
NUEN,489,null,
NUEN,489,null,
NUEN,627,null,
NUEN,632,null,
NUEN,651,null,
MSEN,689,null,
NUEN,689,null,
NUEN,689,null,
NUEN,689,null,
NUEN,689,null,
NUEN,689,null,
NUEN,689,null,
NURS,305,null,
NURS,305,null,
NURS,306, NURS 307 w/Min Grade C (concurrency),
NURS,307, NURS 306 w/Min Grade C (concurrency),
NURS,312,null,
NURS,315,null,
NURS,316,null,
NURS,320, NURS 306 w/Min Grade C and NURS 307 w/Min Grade C and NURS 312 w/Min Grade C and NURS 316 w/Min Grade C (concurrency),
NURS,323, ( NURS 306 w/Min Grade C or NURS 313 w/Min Grade C ) and ( NURS 307 w/Min Grade C or NURS 314 w/Min Grade C ) and NURS 312 w/Min Grade C and NURS 316 w/Min Grade C and NURS 320 w/Min Grade C,
NURS,411, ( NURS 306 w/Min Grade C or NURS 313 w/Min Grade C ) and ( NURS 307 w/Min Grade C or NURS 314 w/Min Grade C ) and NURS 312 w/Min Grade C and NURS 316 w/Min Grade C,
NURS,411, ( NURS 306 w/Min Grade C or NURS 313 w/Min Grade C ) and ( NURS 307 w/Min Grade C or NURS 314 w/Min Grade C ) and NURS 312 w/Min Grade C and NURS 316 w/Min Grade C,
NURS,412, ( NURS 306 w/Min Grade C or NURS 313 w/Min Grade C ) and ( NURS 307 w/Min Grade C or NURS 314 w/Min Grade C ) and NURS 312 w/Min Grade C and NURS 316 w/Min Grade C,
NURS,413, NURS 306 w/Min Grade C or NURS 313 w/Min Grade C and NURS 307 w/Min Grade C or NURS 314 w/Min Grade C and NURS 312 w/Min Grade C and NURS 316 w/Min Grade C and NURS 320 w/Min Grade C,
NURS,420, NURS 320 w/Min Grade C (concurrency),
NURS,421, NURS 306 w/Min Grade D or NURS 313 w/Min Grade D and NURS 307 w/Min Grade D or NURS 314 w/Min Grade D and NURS 312 w/Min Grade D and NURS 316 w/Min Grade D and NURS 320 w/Min Grade D,
NURS,424,null,
NURS,424,null,
NURS,430, NURS 305 w/Min Grade C and ( NURS 306 w/Min Grade C or NURS 313 w/Min Grade C ) and ( NURS 307 w/Min Grade C or NURS 314 w/Min Grade C ) and NURS 315 w/Min Grade C and NURS 320 w/Min Grade C and NURS 411 w/Min Grade C and NURS 412 w/Min Grade C and NURS 420 w/Min Grade C (concurrency),
NURS,430, NURS 305 w/Min Grade C and ( NURS 306 w/Min Grade C or NURS 313 w/Min Grade C ) and ( NURS 307 w/Min Grade C or NURS 314 w/Min Grade C ) and NURS 315 w/Min Grade C and NURS 320 w/Min Grade C and NURS 411 w/Min Grade C and NURS 412 w/Min Grade C and NURS 420 w/Min Grade C (concurrency),
NURS,434,null,
NURS,460,null,
NURS,461,null,
NURS,463,null,
NURS,465,null,
NURS,466,null,
NURS,467,null,
NURS,468,null,
NURS,481,null,
NURS,620,null,
NURS,622,null,
NURS,625, NURS 624 w/Min Grade B or NURS 623 w/Min Grade B or NURS 620 w/Min Grade B (concurrency),
NURS,638, NURS 617 w/Min Grade B and NURS 618 w/Min Grade B and NURS 651 w/Min Grade B and NURS 652 w/Min Grade B and NURS 653 w/Min Grade B and NURS 654 w/Min Grade B and NURS 656 w/Min Grade B,
NURS,652,null,
NURS,653,null,
NURS,656,null,
NURS,672,null,
NURS,673,null,
NURS,678,null,
NURS,727,null,
NURS,731,null,
NURS,734,null,
NURS,736,null,
NURS,739,null,
NUTR,202,null,
NUTR,203, CHEM 119 w/Min Grade D (concurrency),
NUTR,204, NUTR 203 w/Min Grade D (concurrency),
NUTR,211, CHEM 119 w/Min Grade D or ( CHEM 101 w/Min Grade D and CHEM 111 w/Min Grade D ) and ( NUTR 202 w/Min Grade D or NFSC 202 w/Min Grade D ) or ( NUTR 203 w/Min Grade D or NFSC 203 w/Min Grade D ),
NUTR,222,null,
NUTR,301, NUTR 202 w/Min Grade D or NFSC 202 w/Min Grade D or NUTR 203 w/Min Grade D or NFSC 203 w/Min Grade D,
NUTR,301, NUTR 202 w/Min Grade D or NFSC 202 w/Min Grade D or NUTR 203 w/Min Grade D or NFSC 203 w/Min Grade D,
NUTR,306, NUTR 301 w/Min Grade D,
NUTR,365, ( NFSC 203 w/Min Grade D or NUTR 203 w/Min Grade D ) and ( NFSC 301 w/Min Grade D or NUTR 301 w/Min Grade D ),
NUTR,365, ( NFSC 203 w/Min Grade D or NUTR 203 w/Min Grade D ) and ( NFSC 301 w/Min Grade D or NUTR 301 w/Min Grade D ),
NUTR,367, NUTR 366 w/Min Grade D,
NUTR,400,null,
NUTR,403, NUTR 306 w/Min Grade D,
NUTR,407,undefined,
NUTR,407, ( NFSC 203 w/Min Grade D or NUTR 203 w/Min Grade D ) and ( NFSC 211 w/Min Grade D or NUTR 211 w/Min Grade D ) and ( NFSC 301 w/Min Grade D or NUTR 301 w/Min Grade D ) and ( NFSC 404 w/Min Grade D or NUTR 404 w/Min Grade D ),
NUTR,408,null,
NUTR,412, ( NUTR 203 w/Min Grade D or NFSC 203 w/Min Grade D ) and ( NUTR 301 w/Min Grade D (concurrency) or NFSC 301 w/Min Grade D (concurrency) or NUTR 444 w/Min Grade D (concurrency) ) and BIOL 319 w/Min Grade D (concurrency) and BICH 410 w/Min Grade D (concurrency),
NUTR,430, NUTR 301 w/Min Grade D,
NUTR,440, NUTR 301 w/Min Grade D (concurrency),
NUTR,475, NUTR 301 w/Min Grade D and ( NUTR 366 w/Min Grade D or BIOL 319 w/Min Grade D ) and ( BICH 409 w/Min Grade D or BICH 410 w/Min Grade D or BICH 440 w/Min Grade D ),
NUTR,475, NUTR 301 w/Min Grade D and ( NUTR 366 w/Min Grade D or BIOL 319 w/Min Grade D ) and ( BICH 409 w/Min Grade D or BICH 410 w/Min Grade D or BICH 440 w/Min Grade D ),
NUTR,489,null,
NUTR,489,null,
NUTR,489,null,
NUTR,631,null,
NUTR,655,null,
NUTR,689,null,
NUTR,689,null,
NVSC,205,null,
NVSC,205,null,
NVSC,301,null,
NVSC,303,null,
NVSC,401,null,
NVSC,402,null,
NVSC,485,null,
NVSC,485,null,
OBIO,604,null,
OBIO,606,null,
OBIO,612,null,
OBIO,613,null,
OBIO,621,null,
OBIO,633,null,
OBIO,641,null,
OBIO,651,null,
OBIO,673,null,
OBIO,675,null,
OBIO,677,null,
OBIO,679,null,
OBIO,687,null,
OBIO,688,null,
OBIO,689,null,
OCEN,201,null,
OCEN,201,null,
OCEN,213,null,
OCEN,214, MATH 308 w/Min Grade C (concurrency) and OCEN 221 w/Min Grade C,
OCEN,214, MATH 308 w/Min Grade C (concurrency) and OCEN 221 w/Min Grade C,
OCEN,221, ( MATH 251 w/Min Grade C (concurrency) or MATH 253 w/Min Grade C (concurrency) ),
OCEN,221, ( MATH 251 w/Min Grade C (concurrency) or MATH 253 w/Min Grade C (concurrency) ),
OCEN,265, OCEN 214 w/Min Grade C or CVEN 305 w/Min Grade C,
OCEN,300, OCEN 311 w/Min Grade C and OCEN 362 w/Min Grade C (concurrency),
OCEN,300, OCEN 311 w/Min Grade C and OCEN 362 w/Min Grade C (concurrency),
OCEN,345, OCEN 214 w/Min Grade C,
OCEN,352, OCEN 351 w/Min Grade C,
OCEN,352, OCEN 351 w/Min Grade C,
OCEN,362, OCEN 311 w/Min Grade C and MATH 308 w/Min Grade C,
OCEN,362, OCEN 311 w/Min Grade C and MATH 308 w/Min Grade C,
OCEN,399, OCEN 201 w/Min Grade D,
OCEN,399, OCEN 201 w/Min Grade D,
OCEN,401, OCEN 311 w/Min Grade C,
OCEN,407, OCEN 400 w/Min Grade C and OCEN 402 w/Min Grade C and OCEN 403 w/Min Grade C and OCEN 406 w/Min Grade C,
OCEN,407, OCEN 400 w/Min Grade C and OCEN 402 w/Min Grade C and OCEN 403 w/Min Grade C and OCEN 406 w/Min Grade C,
OCEN,410, OCEN 400 w/Min Grade C and OCEN 402 w/Min Grade C and OCEN 403 w/Min Grade C,
OCEN,410, OCEN 400 w/Min Grade C and OCEN 402 w/Min Grade C and OCEN 403 w/Min Grade C,
OCEN,415, OCEN 345 w/Min Grade C (concurrency),
OCEN,421, OCEN 362 w/Min Grade C and OCEN 402 w/Min Grade C,
OCEN,460,null,
OCEN,474,null,
OCEN,481, OCEN 406 w/Min Grade C,
OCEN,485,null,
OCEN,615,null,
OCEN,621,null,
OCEN,621,null,
OCEN,660,null,
OCEN,672,null,
OCEN,672,null,
OCEN,689,null,
OCEN,689,null,
OCEN,691,null,
OCEN,691,null,
OCNG,251,null,
OCNG,252,null,
OCNG,340, CHEM 120 w/Min Grade D and OCNG 251 w/Min Grade D,
OCNG,350,null,
OCNG,443, OCNG 251 w/Min Grade D and CHEM 120 w/Min Grade D,
OCNG,451, MATH 308 w/Min Grade D,
OCNG,461, OCNG 203 w/Min Grade D and ( STAT 211 w/Min Grade D or STAT 303 w/Min Grade D ),
OCNG,469,undefined,
OCNG,470, MATH 151 w/Min Grade D and ( STAT 211 w/Min Grade D (concurrency) or STAT 303 w/Min Grade D (concurrency) or STAT 302 w/Min Grade D (concurrency) or STAT 301 w/Min Grade D (concurrency) ),
OCNG,620,null,
OCNG,630,null,
OCNG,655,null,
OCNG,657,null,
OCNG,661, OCNG 604 w/Min Grade C and OCNG 608 w/Min Grade C and OCNG 657 w/Min Grade C,
OMFP,600,null,
OMFP,601,null,
OMFP,605,null,
OMFP,606,null,
OMFP,609,null,
OMFP,614,null,
OMFP,615,null,
OMFP,618,undefined,
OMFP,619,null,
OMFP,620,null,
OMFP,623,null,
OMFR,601,null,
OMFR,605,null,
OMFR,608,null,
OMFR,611,null,
OMFR,613,null,
OMFR,615,null,
OMFR,618,null,
OMFR,621,null,
OMFR,624,null,
OMFR,627,null,
OMFR,630,null,
OMFS,625,null,
OMFS,650,null,
ORTH,600,null,
ORTH,603,null,
ORTH,607,null,
ORTH,609,null,
ORTH,611,null,
ORTH,612,null,
ORTH,615,null,
ORTH,617,null,
ORTH,619,null,
ORTH,623,null,
ORTH,626,null,
ORTH,629,null,
ORTH,631,null,
ORTH,632,null,
ORTH,633,null,
ORTH,636,null,
ORTH,639,null,
ORTH,641,null,
ORTH,645,null,
ORTH,649,null,
ORTH,652,null,
ORTH,655,null,
ORTH,656,null,
ORTH,659,null,
PBSI,105,null,
PBSI,107,null,
PBSI,209, PBSI 107 w/Min Grade D or PSYC 107 w/Min Grade D,
PBSI,210, PBSI 107 w/Min Grade D or PSYC 107 w/Min Grade D,
PBSI,225,null,
PBSI,235, ( PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D ) or BIOL 111 w/Min Grade D,
PBSI,235, ( PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D ) or BIOL 111 w/Min Grade D,
PBSI,245,null,
PBSI,300, PBSI 107 w/Min Grade D or PSYC 107 w/Min Grade D,
PBSI,301, ( PBSI 107 w/Min Grade C or PSYC 107 w/Min Grade C ) and ( PBSI 245 w/Min Grade C or PSYC 245 w/Min Grade C ),
PBSI,302, ( PBSI 301 w/Min Grade C or PSYC 301 w/Min Grade C ) and ( PBSI 107 w/Min Grade C or PSYC 107 w/Min Grade C ),
PBSI,304,null,
PBSI,305,null,
PBSI,306, ( PBSI 107 w/Min Grade D or PSYC 107 w/Min Grade D ),
PBSI,307, ( PBSI 107 w/Min Grade D or PSYC 107 w/Min Grade D ) and ( PBSI 245 w/Min Grade D or PSYC 245 w/Min Grade D or MATH 140 w/Min Grade D or MATH 168 w/Min Grade D or MATH 142 w/Min Grade D or MATH 147 w/Min Grade D or MATH 151 w/Min Grade D or MATH 171 w/Min Grade D or MATH 152 w/Min Grade D or MATH 148 w/Min Grade D or MATH 172 w/Min Grade D or MATH 150 w/Min Grade D or PHIL 240 w/Min Grade D or STAT 201 w/Min Grade D ),
PBSI,307, ( PBSI 107 w/Min Grade D or PSYC 107 w/Min Grade D ) and ( PBSI 245 w/Min Grade D or PSYC 245 w/Min Grade D or MATH 140 w/Min Grade D or MATH 168 w/Min Grade D or MATH 142 w/Min Grade D or MATH 147 w/Min Grade D or MATH 151 w/Min Grade D or MATH 171 w/Min Grade D or MATH 152 w/Min Grade D or MATH 148 w/Min Grade D or MATH 172 w/Min Grade D or MATH 150 w/Min Grade D or PHIL 240 w/Min Grade D or STAT 201 w/Min Grade D ),
PBSI,315, PBSI 107 w/Min Grade D or PSYC 107 w/Min Grade D,
PBSI,320, PBSI 235 w/Min Grade D or PSYC 235 w/Min Grade D or NRSC 235 w/Min Grade D,
PBSI,320, PBSI 235 w/Min Grade D or PSYC 235 w/Min Grade D or NRSC 235 w/Min Grade D,
PBSI,323, ( PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D ) and ( PSYC 245 w/Min Grade D or PBSI 245 w/Min Grade D or MATH 140 w/Min Grade D or MATH 168 w/Min Grade D or MATH 142 w/Min Grade D or MATH 147 w/Min Grade D or MATH 151 w/Min Grade D or MATH 171 w/Min Grade D or MATH 152 w/Min Grade D or MATH 148 w/Min Grade D or MATH 172 w/Min Grade D or MATH 150 w/Min Grade D or PHIL 240 w/Min Grade D or STAT 201 w/Min Grade D ),
PBSI,330, ( PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D ),
PBSI,330, ( PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D ),
PBSI,332, ( PSYC 335 w/Min Grade D or PBSI 235 w/Min Grade D or PSYC 235 w/Min Grade D ) or ( NRSC 335 w/Min Grade D or NRSC 235 w/Min Grade D ) or PSYC 340 w/Min Grade D or PBSI 340 w/Min Grade D or NRSC 340 w/Min Grade D or VIBS 277 w/Min Grade D or NRSC 277 w/Min Grade D,
PBSI,336, ( PSYC 335 w/Min Grade D or PSYC 235 w/Min Grade D or PBSI 235 w/Min Grade D ) or ( NRSC 335 w/Min Grade D or NRSC 235 w/Min Grade D ) or PSYC 340 w/Min Grade D or PBSI 340 w/Min Grade D or NRSC 340 w/Min Grade D or VIBS 277 w/Min Grade D or NRSC 277 w/Min Grade D,
PBSI,345, ( PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D ) and ( PSYC 245 w/Min Grade D or PBSI 245 w/Min Grade D or MATH 140 w/Min Grade D or MATH 168 w/Min Grade D or MATH 142 w/Min Grade D or MATH 147 w/Min Grade D or MATH 151 w/Min Grade D or MATH 171 w/Min Grade D or MATH 152 w/Min Grade D or MATH 148 w/Min Grade D or MATH 172 w/Min Grade D or MATH 150 w/Min Grade D or PHIL 240 w/Min Grade D or STAT 201 w/Min Grade D ),
PBSI,345, ( PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D ) and ( PSYC 245 w/Min Grade D or PBSI 245 w/Min Grade D or MATH 140 w/Min Grade D or MATH 168 w/Min Grade D or MATH 142 w/Min Grade D or MATH 147 w/Min Grade D or MATH 151 w/Min Grade D or MATH 171 w/Min Grade D or MATH 152 w/Min Grade D or MATH 148 w/Min Grade D or MATH 172 w/Min Grade D or MATH 150 w/Min Grade D or PHIL 240 w/Min Grade D or STAT 201 w/Min Grade D ),
PBSI,350, ( PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D ) and ( PBSI 235 w/Min Grade D or PSYC 235 w/Min Grade D or NRSC 235 w/Min Grade D ),
PBSI,352, ( PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D ) and ( PSYC 245 w/Min Grade D or PBSI 245 w/Min Grade D or MATH 140 w/Min Grade D or MATH 168 w/Min Grade D or MATH 142 w/Min Grade D or MATH 147 w/Min Grade D or MATH 151 w/Min Grade D or MATH 171 w/Min Grade D or MATH 152 w/Min Grade D or MATH 148 w/Min Grade D or MATH 172 w/Min Grade D or MATH 150 w/Min Grade D or PHIL 240 w/Min Grade D or STAT 201 w/Min Grade D ),
PBSI,360, PSYC 107 w/Min Grade D or PBSI 107 w/Min Grade D,
PBSI,375, PBSI 107 w/Min Grade C,
PBSI,414, PBSI 107 w/Min Grade D or PSYC 107 w/Min Grade D,
PBSI,445,null,
PBSI,471, PBSI 235 w/Min Grade D or PSYC 235 w/Min Grade D,
PBSI,475, PBSI 235 w/Min Grade D or PSYC 235 w/Min Grade D,
PBSI,483,null,
PBSI,483,null,
PBSI,484, ( PBSI 301 w/Min Grade D or PSYC 301 w/Min Grade D ) and ( PBSI 302 w/Min Grade D or PSYC 302 w/Min Grade D ),
PBSI,608,null,
PBSI,609,null,
PBSI,613, ( PBSI 623 w/Min Grade D or PSYC 623 w/Min Grade D ) and ( PBSI 624 w/Min Grade D or PSYC 624 w/Min Grade D ),
PBSI,614,null,
PBSI,620,null,
PBSI,621,null,
PBSI,624,null,
PBSI,637,null,
PBSI,649,null,
PBSI,650,null,
PBSI,653, PBSI 652 w/Min Grade C or PSYC 652 w/Min Grade C,
PBSI,655,null,
PBSI,657,null,
PBSI,658,null,
PBSI,670,null,
PBSI,671,null,
PBSI,672,null,
PBSI,680,null,
PBSI,684,null,
PBSI,690,null,
PEDD,613,null,
PEDD,616,null,
PEDD,623,null,
PEDD,626,null,
PERF,156,null,
PERF,301,null,
PERF,301,null,
PERF,303,null,
PERF,320,null,
PERF,328,null,
PERF,343,null,
PERF,450,null,
PERF,481,null,
PERF,603,null,
PERF,689,null,
PERF,689,null,
PERI,602,null,
PERI,605,null,
PERI,608,null,
PERI,611,null,
PERI,612,null,
PERI,614,null,
PERI,615,null,
PERI,620,null,
PERI,622,null,
PERI,624,null,
PERI,626,null,
PERI,627,null,
PERI,628,null,
PERI,632,null,
PERI,634,null,
PERI,636,null,
PERI,641,null,
PERI,643,null,
PERI,646,null,
PERI,649,null,
PERI,653,null,
PERI,656,null,
PERI,659,null,
PERI,662,null,
PERI,664,null,
PERI,666,null,
PETE,219, ENGR 102 w/Min Grade C and PETE 301 w/Min Grade C (concurrency),
PETE,225, MATH 152 w/Min Grade C and PHYS 206 w/Min Grade C and ( ENGR 216 w/Min Grade C or PHYS 216 w/Min Grade C ) and CHEM 107 w/Min Grade C (concurrency) and CHEM 117 w/Min Grade C (concurrency),
PETE,300,null,
PETE,301, MATH 308 w/Min Grade C and PETE 219 w/Min Grade C (concurrency),
PETE,310, CHEM 107 w/Min Grade C and CHEM 117 w/Min Grade C and MATH 308 w/Min Grade C and PETE 311 w/Min Grade C and PETE 315 w/Min Grade C,
PETE,311, MATH 251 w/Min Grade C and PHYS 207 w/Min Grade C and ( ENGR 217 w/Min Grade C or PHYS 217 w/Min Grade C ) and CHEM 107 w/Min Grade C (concurrency) and CHEM 117 w/Min Grade C (concurrency) and GEOL 104 w/Min Grade C (concurrency),
PETE,314, PETE 315 w/Min Grade C,
PETE,315, MATH 251 w/Min Grade C and MEEN 221 w/Min Grade C,
PETE,321, PETE 301 w/Min Grade C and PETE 310 w/Min Grade C and PETE 311 w/Min Grade C and GEOL 404 w/Min Grade C,
PETE,323, PETE 301 w/Min Grade C and PETE 310 w/Min Grade C and PETE 311 w/Min Grade C and GEOL 404 w/Min Grade C,
PETE,323, PETE 301 w/Min Grade C and PETE 310 w/Min Grade C and PETE 311 w/Min Grade C and GEOL 404 w/Min Grade C,
PETE,324, PETE 301 w/Min Grade C and PETE 310 w/Min Grade C and PETE 311 w/Min Grade C and GEOL 404 w/Min Grade C,
PETE,325, PETE 301 w/Min Grade C and PETE 310 w/Min Grade C and PETE 314 w/Min Grade C,
PETE,325, PETE 301 w/Min Grade C and PETE 310 w/Min Grade C and PETE 314 w/Min Grade C,
PETE,337, PETE 335 w/Min Grade C or PETE 336 w/Min Grade C (concurrency),
PETE,353, PETE 301 w/Min Grade C (concurrency) and PETE 310 w/Min Grade C (concurrency),
PETE,355, PETE 325 w/Min Grade C (concurrency) and PETE 321 w/Min Grade C (concurrency) and PETE 314 w/Min Grade C and PETE 225 w/Min Grade C and CVEN 305 w/Min Grade C,
PETE,355, PETE 325 w/Min Grade C (concurrency) and PETE 321 w/Min Grade C (concurrency) and PETE 314 w/Min Grade C and PETE 225 w/Min Grade C and CVEN 305 w/Min Grade C,
PETE,401, PETE 310 w/Min Grade C and PETE 321 w/Min Grade C and PETE 323 w/Min Grade C and PETE 324 w/Min Grade C and PETE 353 w/Min Grade C,
PETE,402, PETE 355 w/Min Grade C and PETE 401 w/Min Grade C and PETE 404 w/Min Grade C and PETE 410 w/Min Grade C,
PETE,404, PETE 401 w/Min Grade C (concurrency),
PETE,410, PETE 321 w/Min Grade C and PETE 323 w/Min Grade C and PETE 324 w/Min Grade C and PETE 325 w/Min Grade C,
PETE,416, PETE 410 w/Min Grade C,
PETE,418, PETE 353 w/Min Grade C,
PETE,419, PETE 219 w/Min Grade C and PETE 301 w/Min Grade C,
PETE,426, PETE 323 w/Min Grade C,
PETE,437, PETE 435 w/Min Grade C or PETE 436 w/Min Grade C,
PETE,453, PETE 353 w/Min Grade C,
PETE,489,null,
PETE,602,null,
PETE,614,null,
PETE,615,null,
PETE,617,null,
PETE,636,null,
PETE,639, PETE 355 w/Min Grade D or PETE 661 w/Min Grade D,
PETE,644,null,
PETE,656,null,
PETE,660,null,
PETE,665,null,
PETE,667, PETE 664 w/Min Grade D,
PETE,679,null,
PETE,686,null,
PETE,689,null,
PETE,689,null,
PHAR,601,null,
PHAR,602,null,
PHAR,606, PHAR 605 w/Min Grade C (concurrency) and PHAR 672 w/Min Grade C (concurrency),
PHAR,611, PHAR 610 w/Min Grade C,
PHAR,628,null,
PHAR,642, PHAR 641 w/Min Grade C,
PHAR,657,null,
PHAR,658,null,
PHAR,673, PHAR 605 w/Min Grade C and PHAR 610 w/Min Grade C and PHAR 626 w/Min Grade C and PHAR 672 w/Min Grade C,
PHAR,700,null,
PHAR,701,null,
PHAR,702,null,
PHAR,705, PHAR 606 w/Min Grade C,
PHAR,706, PHAR 606 w/Min Grade C,
PHAR,712, PHAR 710 w/Min Grade C and PHAR 711 w/Min Grade C and PHAR 714 w/Min Grade C,
PHAR,713, PHAR 710 w/Min Grade C and PHAR 711 w/Min Grade C,
PHAR,715, PHAR 710 w/Min Grade C and PHAR 711 w/Min Grade C and PHAR 714 w/Min Grade C,
PHAR,726,null,
PHAR,757,null,
PHAR,765,null,
PHAR,771,null,
PHAR,778,null,
PHAR,779,null,
PHAR,789,null,
PHAR,789,null,
PHAR,789,null,
PHAR,789,null,
PHAR,789,null,
PHAR,789,null,
PHAR,801,null,
PHAR,802,null,
PHAR,805,null,
PHAR,812, PHAR 810 w/Min Grade C and PHAR 811 w/Min Grade C and PHAR 814 w/Min Grade C,
PHAR,813,null,
PHAR,815, ( PHAR 814 w/Min Grade C and PHAR 875 w/Min Grade C (concurrency) ),
PHAR,820,null,
PHAR,821,null,
PHAR,822,null,
PHAR,874,null,
PHAR,875, PHAR 810 w/Min Grade C and PHAR 811 w/Min Grade C,
PHAR,876,null,
PHAR,877,null,
PHAR,878,null,
PHAR,879,null,
PHEB,603, PHEB 602 w/Min Grade C,
PHEB,610, ( PHEB 602 w/Min Grade C and PHEB 605 w/Min Grade C ) or PHEB 603 w/Min Grade C (concurrency),
PHEB,611, PHEB 610 w/Min Grade C and PHEB 603 w/Min Grade C,
PHEB,612,null,
PHEB,613,null,
PHEB,614, PHEB 602 w/Min Grade C and PHEB 603 w/Min Grade C and PHEB 609 w/Min Grade C,
PHEB,615, PHEB 605 w/Min Grade C,
PHEB,621,null,
PHEB,624, ( PHEB 600 w/Min Grade C or PHEB 605 w/Min Grade C ),
PHEB,627, PHEB 605 w/Min Grade C,
PHEB,634,null,
PHEB,684,null,
PHEO,612,null,
PHEO,630,null,
PHEO,639,null,
PHEO,640,null,
PHEO,645,null,
PHEO,650,null,
PHEO,655,null,
PHEO,679,undefined,
PHEO,682,null,
PHIL,111,null,
PHIL,205,null,
PHIL,240,null,
PHIL,251,null,
PHIL,282,null,
PHIL,307,null,
PHIL,315,null,
PHIL,330,null,
PHIL,332,null,
PHIL,334,null,
PHIL,336,null,
PHIL,351,null,
PHIL,376,null,
PHIL,411,null,
PHIL,412,null,
PHIL,414,null,
PHIL,419,null,
PHIL,482,null,
PHIL,489,null,
PHIL,489,null,
PHIL,641,null,
PHIL,661,null,
PHIL,662,null,
PHIL,682,null,
PHLT,266,null,
PHLT,301,null,
PHLT,302,null,
PHLT,303,null,
PHLT,303,null,
PHLT,304,null,
PHLT,304,null,
PHLT,305,null,
PHLT,307,null,
PHLT,307,null,
PHLT,309,null,
PHLT,310,null,
PHLT,311, PHLT 310 w/Min Grade S,
PHLT,313,null,
PHLT,314,null,
PHLT,315, PHLT 314 w/Min Grade C,
PHLT,316,null,
PHLT,330,null,
PHLT,331,null,
PHLT,333,null,
PHLT,336,null,
PHLT,370, PHLT 270 w/Min Grade B,
PHLT,410, PHLT 310 w/Min Grade S,
PHLT,411,null,
PHLT,412, PHLT 313 w/Min Grade C,
PHLT,415,null,
PHLT,434,null,
PHLT,441, PHLT 411 w/Min Grade C,
PHLT,445, PHLT 441 w/Min Grade C,
PHLT,445, PHLT 441 w/Min Grade C,
PHLT,489,null,
PHPM,614, PHPM 605 w/Min Grade C (concurrency) or PHPM 606 w/Min Grade C (concurrency),
PHPM,617, PHPM 602 w/Min Grade C or PHEB 602 w/Min Grade C or STAT 651 w/Min Grade C or STAT 652 w/Min Grade C,
PHPM,619,null,
PHPM,623,null,
PHPM,625,null,
PHPM,631, PHPM 605 w/Min Grade C or PHPM 606 w/Min Grade C,
PHPM,633, PHPM 605 w/Min Grade C or PHPM 606 w/Min Grade C,
PHPM,636,null,
PHPM,637,null,
PHPM,638,null,
PHPM,639,null,
PHPM,640,null,
PHPM,641,null,
PHPM,654,null,
PHPM,655,undefined,
PHPM,680,null,
