ccode,cnumber,prereqs,
CSCE,449, CSCE 221 w/Min Grade D,
CSCE,450, ( CSCE 331 w/Min Grade C or CSCE 315 w/Min Grade C ) and CSCE 441 w/Min Grade C (concurrency),
CSCE,451, CSCE 313 w/Min Grade D,
CSCE,452, ( CSCE 315 w/Min Grade D or CSCE 331 w/Min Grade D ) and ( MATH 304 w/Min Grade D or MATH 311 w/Min Grade D ),
CSCE,462, CSCE 313 w/Min Grade D,
CSCE,463, CSCE 313 w/Min Grade D,
CSCE,465, CSCE 313 w/Min Grade C and ( CSCE 315 w/Min Grade C or CSCE 331 w/Min Grade C ),
CSCE,465, CSCE 313 w/Min Grade C and ( CSCE 315 w/Min Grade C or CSCE 331 w/Min Grade C ),
CSCE,469, ECEN 350 w/Min Grade C or CSCE 350 w/Min Grade C,
CSCE,469, ECEN 350 w/Min Grade C or CSCE 350 w/Min Grade C,
CSCE,477, CYBR 201 w/Min Grade C or CSCE 201 w/Min Grade C or CSCE 221 w/Min Grade C,
CSCE,482, CSCE 411 w/Min Grade C and ( CSCE 315 w/Min Grade C or CSCE 331 w/Min Grade C ),
CSCE,483, ( CSCE 315 w/Min Grade C or CSCE 331 w/Min Grade C ) and ( CSCE 462 w/Min Grade C or ECEN 449 w/Min Grade C ) and ECEN 325 w/Min Grade C,
CSCE,489, CSCE 221 w/Min Grade C and CSCE 313 w/Min Grade C,
CSCE,489, CSCE 221 w/Min Grade C and CSCE 313 w/Min Grade C,
CSCE,489, CSCE 221 w/Min Grade C and CSCE 313 w/Min Grade C and ( CSCE 315 w/Min Grade C or CSCE 331 w/Min Grade C ),
CSCE,612,null,
CSCE,614,null,
CSCE,626,null,
CSCE,629,null,
CSCE,635,null,
CSCE,636,null,
CSCE,638,null,
CSCE,642,null,
CSCE,643,null,
CSCE,647,null,
CSCE,653,null,
CSCE,655,null,
CSCE,665,null,
CSCE,670,null,
CSCE,679,null,
CSCE,689,null,
CSCE,689,null,
CSCE,689,null,
CSCE,689,null,
CSCE,689,null,
CSCE,702,null,
CSCE,708,null,
CSCE,714,null,
CSCE,716,null,
CSCE,749,null,
CSCE,753,null,
CSCE,765,null,
CULN,305, NUTR 301 w/Min Grade D,
CVEN,207, ENGL 103 w/Min Grade C or ENGL 104 w/Min Grade C,
CVEN,221, PHYS 206 w/Min Grade C and ( ENGR 216 w/Min Grade C or PHYS 216 w/Min Grade C ) and ( MATH 251 w/Min Grade C (concurrency) or MATH 253 w/Min Grade C (concurrency) ),
CVEN,250,null,
CVEN,250,null,
CVEN,250,null,
CVEN,301, CHEM 107 w/Min Grade C and CVEN 302 w/Min Grade C (concurrency) and MATH 308 w/Min Grade C (concurrency),
CVEN,301, CHEM 107 w/Min Grade C and CVEN 302 w/Min Grade C (concurrency) and MATH 308 w/Min Grade C (concurrency),
CVEN,302, ENGR 102 w/Min Grade C and PHYS 206 w/Min Grade C and MATH 308 w/Min Grade C (concurrency),
CVEN,303, MATH 151 w/Min Grade C,
CVEN,303, MATH 151 w/Min Grade C,
CVEN,304, ( CVEN 301 w/Min Grade D (concurrency) or EVEN 301 w/Min Grade D (concurrency) ) and ( CVEN 311 w/Min Grade D (concurrency) or EVEN 311 w/Min Grade D (concurrency) ),
CVEN,305, CVEN 221 w/Min Grade C or MEEN 221 w/Min Grade C or MEEN 225 w/Min Grade C,
CVEN,306, CVEN 305 w/Min Grade C (concurrency) and MATH 308 w/Min Grade C (concurrency) and CHEM 107 w/Min Grade C and PHYS 207 w/Min Grade C and ( ENGR 217 w/Min Grade C or PHYS 217 w/Min Grade C ) and CVEN 221 w/Min Grade C,
CVEN,307, PHYS 206 w/Min Grade C and STAT 211 w/Min Grade C,
CVEN,311, ( MATH 251 w/Min Grade C or MATH 253 w/Min Grade C ) and CVEN 221 w/Min Grade C and CVEN 302 w/Min Grade C (concurrency),
CVEN,311, ( MATH 251 w/Min Grade C or MATH 253 w/Min Grade C ) and CVEN 221 w/Min Grade C and CVEN 302 w/Min Grade C (concurrency),
CVEN,314, CVEN 302 w/Min Grade C,
CVEN,315, CVEN 302 w/Min Grade C,
CVEN,322, STAT 211 w/Min Grade C (concurrency) and ENGR 102 w/Min Grade C and MATH 251 w/Min Grade C,
CVEN,322, STAT 211 w/Min Grade C (concurrency) and ENGR 102 w/Min Grade C and MATH 251 w/Min Grade C,
CVEN,339, CVEN 311 w/Min Grade C or EVEN 311 w/Min Grade C,
CVEN,342, CVEN 302 w/Min Grade C (concurrency) and CVEN 305 w/Min Grade C and CVEN 306 w/Min Grade C and ( ENGL 210 w/Min Grade C or COMM 205 w/Min Grade C ),
CVEN,342, CVEN 302 w/Min Grade C (concurrency) and CVEN 305 w/Min Grade C and CVEN 306 w/Min Grade C and ( ENGL 210 w/Min Grade C or COMM 205 w/Min Grade C ),
CVEN,345, CVEN 302 w/Min Grade C (concurrency) and CVEN 305 w/Min Grade C,
CVEN,349, CVEN 322 w/Min Grade C (concurrency),
CVEN,349, CVEN 322 w/Min Grade C (concurrency),
CVEN,363, CVEN 302 w/Min Grade C and CVEN 305 w/Min Grade C and MATH 308 w/Min Grade C,
CVEN,365, CVEN 305 w/Min Grade C and CVEN 302 w/Min Grade C (concurrency) and ( ENGL 210 w/Min Grade C or COMM 205 w/Min Grade C ),
CVEN,399, ( CVEN 207 w/Min Grade C and CVEN 250 w/Min Grade C and CVEN 303 w/Min Grade C and CVEN 306 w/Min Grade C and CVEN 311 w/Min Grade C and CVEN 322 w/Min Grade C and CVEN 345 w/Min Grade C and CVEN 363 w/Min Grade C ),
CVEN,400, CVEN 303 w/Min Grade C and CVEN 322 w/Min Grade C and CVEN 345 w/Min Grade C and CVEN 399 w/Min Grade C and ( CVEN 304 w/Min Grade C or CVEN 336 w/Min Grade C or CVEN 342 w/Min Grade C or CVEN 343 w/Min Grade C or CVEN 365 w/Min Grade C ) and ( CVEN 402 w/Min Grade C or CVEN 418 w/Min Grade C or CVEN 435 w/Min Grade C or CVEN 444 w/Min Grade C or CVEN 446 w/Min Grade C or CVEN 455 w/Min Grade C or CVEN 457 w/Min Grade C or CVEN 458 w/Min Grade C or CVEN 462 w/Min Grade C or CVEN 465 w/Min Grade C or CVEN 473 w/Min Grade C ),
CVEN,402, CVEN 301 w/Min Grade C or EVEN 301 w/Min Grade C,
CVEN,406, CVEN 301 w/Min Grade C or EVEN 301 w/Min Grade C,
CVEN,413, CVEN 301 w/Min Grade C or EVEN 301 w/Min Grade C,
CVEN,418, CVEN 307 w/Min Grade C and ( CVEN 342 w/Min Grade C or CVEN 343 w/Min Grade C ),
CVEN,423, CVEN 303 w/Min Grade C or EVEN 339 w/Min Grade C,
CVEN,423, CVEN 303 w/Min Grade C or EVEN 339 w/Min Grade C,
CVEN,424, CVEN 322 w/Min Grade C and CVEN 399 w/Min Grade S,
CVEN,435, CVEN 365 w/Min Grade C,
CVEN,444, CVEN 345 w/Min Grade C and ( CVEN 342 w/Min Grade C (concurrency) or CVEN 343 w/Min Grade C (concurrency) ),
CVEN,445, CVEN 345 w/Min Grade C and CVEN 363 w/Min Grade C,
CVEN,446, CVEN 345 w/Min Grade C,
CVEN,449, CVEN 250 w/Min Grade C and CVEN 345 w/Min Grade C,
CVEN,456, CVEN 307 w/Min Grade C and CVEN 399 w/Min Grade S and ( CVEN 342 w/Min Grade C or CVEN 343 w/Min Grade C ) and ( CVEN 418 w/Min Grade C or CVEN 444 w/Min Grade C or CVEN 457 w/Min Grade C ),
CVEN,458, CVEN 339 w/Min Grade C or EVEN 339 w/Min Grade C,
CVEN,463, CVEN 339 w/Min Grade C or EVEN 339 w/Min Grade C,
CVEN,473, CVEN 349 w/Min Grade C,
CVEN,483, CVEN 365 w/Min Grade C (concurrency) and CVEN 444 w/Min Grade C and CVEN 446 w/Min Grade C and CVEN 399 w/Min Grade S,
CVEN,602,null,
CVEN,604,null,
CVEN,612,null,
CVEN,614,null,
CVEN,615,null,
CVEN,618,null,
CVEN,631,null,
CVEN,632,null,
CVEN,639,null,
CVEN,641,null,
CVEN,644,null,
CVEN,652,null,
CVEN,658,null,
CVEN,659,null,
CVEN,662,null,
CVEN,664,null,
CVEN,665,null,
CVEN,666,null,
CVEN,667,null,
CVEN,674,null,
CVEN,675,null,
CVEN,682,null,
CVEN,687,null,
CVEN,689,null,
CVEN,689,null,
CVEN,689,null,
CVEN,689,null,
CVEN,717,null,
CVEN,722,null,
CVEN,723,null,
CVEN,749,null,
CVEN,750,null,
CVEN,754,undefined,
CYBR,405,null,
DAEN,210, STAT 211 w/Min Grade C,
DAEN,301, DAEN 300 w/Min Grade C and ISEN 413 w/Min Grade C (concurrency) and DAEN 323 w/Min Grade C (concurrency) and DAEN 328 w/Min Grade C (concurrency),
DAEN,323, DAEN 321 w/Min Grade C,
DAEN,328, ISEN 413 w/Min Grade C (concurrency),
DASC,606,null,
DCED,201,null,
DCED,202,null,
DCED,203,null,
DCED,215, KINE 120 w/Min Grade D (concurrency),
DCED,217,null,
DCED,222,null,
DCED,261,null,
DCED,265,null,
DCED,272,null,
DCED,297,null,
DCED,303,null,
DCED,306, DCED 240 w/Min Grade C or DCED 242 w/Min Grade C,
DCED,315,null,
DCED,362,null,
DCED,373,null,
DCED,387, DCED 286 w/Min Grade B,
DCED,401,null,
DCED,416, DCED 305 w/Min Grade D,
DCED,463,null,
DCED,474,null,
DDHS,3020,null,
DDHS,3220,null,
DDHS,3310,null,
DDHS,3325,null,
DDHS,3340,null,
DDHS,3410,null,
DDHS,3530,null,
DDHS,3830,null,
DDHS,4010,null,
DDHS,4210,null,
DDHS,4220,null,
DDHS,4240,null,
DDHS,4310,null,
DDHS,4320,null,
DDHS,4530,null,
DDHS,4710,null,
DPHS,600,null,
DPHS,610,null,
DPHS,630,null,
ECCB,205,null,
ECCB,215,null,
ECCB,301,null,
ECCB,302, ( BIOL 111 w/Min Grade C and BIOL 112 w/Min Grade C ) or ( BIOL 101 w/Min Grade C and BIOL 107 w/Min Grade C ),
ECCB,303, RENR 205 w/Min Grade C or ECCB 205 w/Min Grade C or BIOL 111 w/Min Grade C or BIOL 112 w/Min Grade C,
ECCB,304, RENR 205 w/Min Grade C or ECCB 205 w/Min Grade C,
ECCB,307, ECCB 205 w/Min Grade D or RENR 205 w/Min Grade D,
ECCB,309,null,
ECCB,310, BIOL 111 w/Min Grade C,
ECCB,313, BIOL 111 w/Min Grade C and BIOL 112 w/Min Grade C,
ECCB,315, ECCB 302 w/Min Grade C or WFSC 302 w/Min Grade C or BIOL 318 w/Min Grade C,
ECCB,316, ECCB 315 w/Min Grade D (concurrency) or WFSC 315 w/Min Grade D (concurrency),
ECCB,324,null,
ECCB,400, BIOL 112 w/Min Grade C,
ECCB,401, ECCB 302 w/Min Grade C or WFSC 302 w/Min Grade C or BIOL 318 w/Min Grade C,
ECCB,402, ECCB 302 w/Min Grade C or WFSC 302 w/Min Grade C or BIOL 318 w/Min Grade C,
ECCB,403, RENR 205 w/Min Grade C or ECCB 205 w/Min Grade C,
ECCB,407, ECCB 351 w/Min Grade D or ESSM 351 w/Min Grade D,
ECCB,417,null,
ECCB,430, ( ECCB 205 w/Min Grade D or RENR 205 w/Min Grade D ) and ( ESSM 320 w/Min Grade D or ECCB 320 w/Min Grade D ),
ECCB,462, BIOL 107 w/Min Grade D or BIOL 111 w/Min Grade D or BIOL 357 w/Min Grade D or ECCB 205 w/Min Grade D or RENR 205 w/Min Grade D,
ECCB,603,null,
ECCB,613,null,
ECCB,630,null,
ECCB,631,null,
ECCB,635,null,
ECCB,645,null,
ECCB,656,null,
ECCB,658,null,
ECCB,660,null,
ECCB,689,null,
ECCB,689,null,
ECEN,214, ( PHYS 207 w/Min Grade C or PHYS 208 w/Min Grade C ) and ( CHEM 107 w/Min Grade C or CHEM 102 w/Min Grade C or CHEM 120 w/Min Grade C ) and MATH 308 w/Min Grade C (concurrency),
ECEN,214, ( PHYS 207 w/Min Grade C or PHYS 208 w/Min Grade C ) and ( CHEM 107 w/Min Grade C or CHEM 102 w/Min Grade C or CHEM 120 w/Min Grade C ) and MATH 308 w/Min Grade C (concurrency),
ECEN,215, ( MATH 251 w/Min Grade C or MATH 253 w/Min Grade C ) and ( PHYS 207 w/Min Grade C or PHYS 208 w/Min Grade C ),
ECEN,248, MATH 152 w/Min Grade C and ( PHYS 207 w/Min Grade C (concurrency) or PHYS 208 w/Min Grade C (concurrency) ),
ECEN,248, MATH 152 w/Min Grade C and ( PHYS 207 w/Min Grade C (concurrency) or PHYS 208 w/Min Grade C (concurrency) ),
ECEN,250, ENGR 102 w/Min Grade C and ( MATH 251 w/Min Grade C or MATH 253 w/Min Grade C ),
ECEN,303, ( MATH 251 w/Min Grade C or MATH 253 w/Min Grade C ) and ECEN 248 w/Min Grade C,
ECEN,303, ( MATH 251 w/Min Grade C or MATH 253 w/Min Grade C ) and ECEN 248 w/Min Grade C,
ECEN,314, ECEN 214 w/Min Grade C and MATH 308 w/Min Grade C,
ECEN,314, ECEN 214 w/Min Grade C and MATH 308 w/Min Grade C,
ECEN,322, ECEN 214 w/Min Grade C and ( PHYS 207 w/Min Grade C or PHYS 208 w/Min Grade C ) and MATH 311 w/Min Grade C,
ECEN,325, MATH 311 w/Min Grade C and ECEN 314 w/Min Grade C (concurrency),
ECEN,325, MATH 311 w/Min Grade C and ECEN 314 w/Min Grade C (concurrency),
ECEN,326, ECEN 314 w/Min Grade C and ECEN 325 w/Min Grade C,
ECEN,333, ECEN 214 w/Min Grade C,
ECEN,340, ECEN 214 w/Min Grade C,
ECEN,340, ECEN 214 w/Min Grade C,
ECEN,350, ( ECEN 248 w/Min Grade C ),
ECEN,350, ( ECEN 248 w/Min Grade C ),
ECEN,360, ( ENGR 102 w/Min Grade C or CSCE 110 w/Min Grade C or CSCE 111 w/Min Grade C or CSCE 206 w/Min Grade C ) and ( MATH 251 w/Min Grade C or MATH 253 w/Min Grade C or STAT 211 w/Min Grade C ),
ECEN,370, PHYS 222 w/Min Grade C,
ECEN,370, PHYS 222 w/Min Grade C,
ECEN,399, ( ECEN 484 w/Min Grade C or ECEN 491 w/Min Grade C or ENGR 484 w/Min Grade C or ENGR 491 w/Min Grade C or ENGR 385 w/Min Grade C ) and ECEN 403 w/Min Grade C (concurrency),
ECEN,403, ( COMM 205 w/Min Grade C or COMM 243 w/Min Grade C or ENGL 210 w/Min Grade C ) and ECEN 314 w/Min Grade C and ECEN 325 w/Min Grade C and ( ECEN 350 w/Min Grade C or CSCE 350 w/Min Grade C ) and (   ( ECEN 303 w/Min Grade C and ECEN 322 w/Min Grade C and ECEN 370 w/Min Grade C ) or (   ( CSCE 315 w/Min Grade C or CSCE 331 w/Min Grade C ) and ( ECEN 303 w/Min Grade C or STAT 211 w/Min Grade C ) and ( ECEN 449 w/Min Grade C (concurrency) or CSCE 462 w/Min Grade C (concurrency) )   )   ),
ECEN,404, ECEN 403 w/Min Grade C,
ECEN,404, ECEN 403 w/Min Grade C,
ECEN,404, ECEN 403 w/Min Grade C,
ECEN,411, ( MATH 251 w/Min Grade C or MATH 253 w/Min Grade C ) and ( PHYS 207 w/Min Grade C or PHYS 208 w/Min Grade C ),
ECEN,412, ( ECEN 314 w/Min Grade C ),
ECEN,412, ( ECEN 314 w/Min Grade C ),
ECEN,420, ( ECEN 314 w/Min Grade C and MATH 308 w/Min Grade C ),
ECEN,420, ( ECEN 314 w/Min Grade C and MATH 308 w/Min Grade C ),
ECEN,423, ( MATH 311 w/Min Grade C ),
ECEN,424, ECEN 303 w/Min Grade C or STAT 211 w/Min Grade C,
ECEN,433, ECEN 370 w/Min Grade C,
ECEN,438, ECEN 340 w/Min Grade C,
ECEN,438, ECEN 340 w/Min Grade C,
ECEN,441, ECEN 340 w/Min Grade C,
ECEN,445, ECEN 322 w/Min Grade C,
ECEN,445, ECEN 322 w/Min Grade C,
ECEN,449, ( ECEN 248 w/Min Grade C ),
ECEN,449, ( ECEN 248 w/Min Grade C ),
ECEN,454, ( ECEN 214 w/Min Grade C and ECEN 248 w/Min Grade C ),
ECEN,454, ( ECEN 214 w/Min Grade C and ECEN 248 w/Min Grade C ),
ECEN,455, ECEN 314 w/Min Grade C and ( ECEN 303 w/Min Grade C or STAT 211 w/Min Grade C ),
ECEN,460, ECEN 340 w/Min Grade C,
ECEN,461, ECEN 325 w/Min Grade C and ( ECEN 303 w/Min Grade C or STAT 211 w/Min Grade C ),
ECEN,465, ECEN 370 w/Min Grade C,
ECEN,467, ECEN 322 w/Min Grade C and ECEN 370 w/Min Grade C,
ECEN,470, ECEN 322 w/Min Grade C and ECEN 370 w/Min Grade C,
ECEN,471, ECEN 325 w/Min Grade C,
ECEN,471, ECEN 325 w/Min Grade C,
ECEN,473, ECEN 325 w/Min Grade C and ECEN 370 w/Min Grade C,
ECEN,480, ECEN 322 w/Min Grade C,
ECEN,489, ECEN 325 w/Min Grade C,
ECEN,489, ECEN 314 w/Min Grade C and ECEN 325 w/Min Grade C,
ECEN,489, CSCE 120 w/Min Grade C,
ECEN,607,null,
ECEN,610,null,
ECEN,616,null,
ECEN,619,null,
ECEN,630,null,
ECEN,637,null,
ECEN,642,null,
ECEN,662,null,
ECEN,665,null,
ECEN,666,null,
ECEN,671,null,
ECEN,681,null,
ECEN,681,null,
ECEN,681,null,
ECEN,681,null,
ECEN,684,null,
ECEN,684,null,
ECEN,687,null,
ECEN,689, ECEN 651 w/Min Grade C or ECEN 676 w/Min Grade C or CSCE 614 w/Min Grade C or ECEN 469 w/Min Grade C,
ECEN,689, CSCE 616 w/Min Grade  or CSCE 312 w/Min Grade  or CSCE 350 w/Min Grade  or ECEN 350 w/Min Grade  or ECEN 468 w/Min Grade ,
ECEN,689,null,
ECEN,714,null,
ECEN,720, ECEN 474 w/Min Grade D,
ECEN,740,null,
ECEN,741,null,
ECEN,743,null,
ECEN,744,null,
ECEN,749,null,
ECEN,757,null,
ECEN,766,null,
ECEN,774,null,
ECMT,461, MATH 140 w/Min Grade C or MATH 151 w/Min Grade C or MATH 171 w/Min Grade C,
ECMT,463, ECON 323 w/Min Grade C and ( ECMT 461 w/Min Grade C or STAT 211 w/Min Grade C or STAT 303 w/Min Grade C ),
ECMT,674,null,
ECMT,676,null,
ECMT,678,null,
ECON,202,null,
ECON,203, ECON 202 w/Min Grade D,
ECON,311, ECON 203 w/Min Grade C,
ECON,315, ECON 202 w/Min Grade C,
ECON,323, ECON 202 w/Min Grade C and ( MATH 142 w/Min Grade C or MATH 151 w/Min Grade C or MATH 171 w/Min Grade C ),
ECON,330, ECON 202 w/Min Grade C and ECON 203 w/Min Grade C,
ECON,410, ECON 203 w/Min Grade C,
ECON,412, ECON 323 w/Min Grade C,
ECON,416, ECON 323 w/Min Grade C,
ECON,418, ECON 323 w/Min Grade C,
ECON,419, ECON 323 w/Min Grade C,
ECON,421, ECON 323 w/Min Grade C,
ECON,425, ECON 323 w/Min Grade C,
ECON,436, ECON 323 w/Min Grade C,
ECON,440, ECON 323 w/Min Grade C,
ECON,449, ECON 323 w/Min Grade C,
ECON,452, ECON 323 w/Min Grade C,
ECON,459, ECON 323 w/Min Grade C and ( MATH 142 w/Min Grade D or MATH 131 w/Min Grade D or MATH 151 w/Min Grade D or MATH 171 w/Min Grade D ),
ECON,465, ECON 323 w/Min Grade C and ECON 410 w/Min Grade C,
ECON,470, ECON 323 w/Min Grade C and ( ECMT 461 w/Min Grade C or STAT 211 w/Min Grade C or STAT 303 w/Min Grade C ),
ECON,604,null,
ECON,611,null,
ECON,614,null,
ECON,617,null,
ECON,630,null,
ECON,646,null,
ECON,650,null,
ECON,656, ECON 630 w/Min Grade C and ECMT 676 w/Min Grade C,
ECON,690,null,
EDAD,601,null,
EDAD,603,null,
EDAD,610,null,
EDAD,611,null,
EDAD,612,null,
EDAD,624,null,
EDAD,629,null,
EDAD,635,null,
EDAD,637,null,
EDAD,650,null,
EDAD,651,null,
EDAD,653,null,
EDAD,655,null,
EDAD,658,null,
EDAD,665,null,
EDAD,670,null,
EDAD,687,null,
EDAD,689,null,
EDAD,690,null,
EDAD,690,null,
EDAD,690,null,
EDCI,353,null,
EDCI,354, EDCI 353 w/Min Grade D and TEFB 371 w/Min Grade D (concurrency),
EDCI,358, TEFB 322 w/Min Grade D,
EDCI,365,null,
EDCI,489,null,
EDCI,601,null,
EDCI,602,null,
EDCI,603,null,
EDCI,604,null,
EDCI,605,null,
EDCI,609,null,
EDCI,617,null,
EDCI,631,null,
EDCI,634,null,
EDCI,636,null,
EDCI,638,null,
EDCI,639,null,
EDCI,644,null,
EDCI,645,null,
EDCI,647,null,
EDCI,648,null,
EDCI,652,null,
EDCI,653,null,
EDCI,656,null,
EDCI,658,null,
EDCI,661,null,
EDCI,667,null,
EDCI,673,null,
EDCI,676,null,
EDCI,677,null,
EDCI,687,null,
EDCI,689,null,
EDCI,703,null,
EDCI,708,null,
EDCI,711,null,
EDCI,715,null,
EDCI,721,null,
EDCI,722,null,
EDCI,724,null,
EDCI,726,null,
EDCI,751,null,
EDHP,622,null,
EDHP,631,null,
EDHP,632,null,
EDHP,633,null,
EDHP,634,null,
EDHP,635,null,
EDHP,636,null,
EEBL,681,null,
EHRD,111, EHRD 101 w/Min Grade S,
EHRD,203,null,
EHRD,210,null,
EHRD,315, ( EHRD 203 w/Min Grade C and EHRD 210 w/Min Grade C ),
EHRD,315, ( EHRD 203 w/Min Grade C and EHRD 210 w/Min Grade C ),
EHRD,371,null,
EHRD,372, EHRD 203 w/Min Grade C and EHRD 210 w/Min Grade C,
EHRD,374, EHRD 203 w/Min Grade C and EHRD 210 w/Min Grade C,
EHRD,374, EHRD 203 w/Min Grade C and EHRD 210 w/Min Grade C,
EHRD,391, EHRD 203 w/Min Grade C and MATH 140 w/Min Grade D and MATH 142 w/Min Grade D,
EHRD,391, EHRD 203 w/Min Grade C and MATH 140 w/Min Grade D and MATH 142 w/Min Grade D,
EHRD,402, EHRD 371 w/Min Grade C,
EHRD,405,null,
EHRD,408,null,
EHRD,413, EHRD 203 w/Min Grade C and EHRD 210 w/Min Grade C,
EHRD,413, EHRD 203 w/Min Grade C and EHRD 210 w/Min Grade C,
EHRD,477,null,
EHRD,481, EHRD 203 w/Min Grade C,
EHRD,489,null,
EHRD,490, EHRD 391 w/Min Grade C,
EHRD,490, EHRD 391 w/Min Grade C,
EHRD,603,null,
EHRD,605,null,
EHRD,612,null,
EHRD,613,null,
EHRD,614,null,
EHRD,616,null,
EHRD,624,null,
EHRD,625,null,
EHRD,630,null,
EHRD,631,null,
EHRD,642,null,
EHRD,655,null,
EHRD,689,null,
EHRD,690,null,
EHRD,690,null,
ENDO,605,null,
ENDO,609,null,
ENDO,612,null,
ENDO,616,null,
ENDO,619,null,
ENDO,623,null,
ENDO,626,null,
ENDS,101,null,
ENDS,101,null,
ENGL,104,null,
ENGL,202,null,
ENGL,203,null,
ENGL,203,null,
ENGL,206,null,
ENGL,210,null,
ENGL,210,null,
ENGL,212,null,
ENGL,212,null,
ENGL,219,null,
ENGL,221,null,
ENGL,221,null,
ENGL,227,null,
ENGL,231,null,
ENGL,231,null,
ENGL,232,null,
ENGL,235,null,
ENGL,251,null,
ENGL,262,null,
ENGL,292,null,
ENGL,292,null,
ENGL,303, ENGL 104 w/Min Grade D (concurrency),
ENGL,305,null,
ENGL,308, ENGL 202 w/Min Grade D or ENGL 203 w/Min Grade D or ENGL 212 w/Min Grade D or ENGL 206 w/Min Grade D or ENGL 219 w/Min Grade D or ENGL 227 w/Min Grade D or ENGL 228 w/Min Grade D or ENGL 231 w/Min Grade D or ENGL 232 w/Min Grade D or ENGL 204 w/Min Grade D or AFST 204 w/Min Grade D or ENGL 205 w/Min Grade D or AFST 205 w/Min Grade D or ENGL 221 w/Min Grade D or MODL 221 w/Min Grade D or ENGL 222 w/Min Grade D or MODL 222 w/Min Grade D or ENGL 303 w/Min Grade D or ENGL 312 w/Min Grade D or ENGL 313 w/Min Grade D or ENGL 314 w/Min Grade D or ENGL 315 w/Min Grade D or ENGL 316 w/Min Grade D or ENGL 317 w/Min Grade D or ENGL 321 w/Min Grade D or ENGL 322 w/Min Grade D or ENGL 323 w/Min Grade D or ENGL 330 w/Min Grade D or ENGL 331 w/Min Grade D or ENGL 334 w/Min Grade D or ENGL 335 w/Min Grade D or ENGL 336 w/Min Grade D or ENGL 337 w/Min Grade D or ENGL 338 w/Min Grade D or ENGL 340 w/Min Grade D or ENGL 350 w/Min Grade D or ENGL 352 w/Min Grade D or ENGL 357 w/Min Grade D or ENGL 360 w/Min Grade D or ENGL 361 w/Min Grade D or ENGL 372 w/Min Grade D or ENGL 373 w/Min Grade D or ENGL 375 w/Min Grade D or ENGL 376 w/Min Grade D or ENGL 377 w/Min Grade D or ENGL 378 w/Min Grade D or ENGL 390 w/Min Grade D or ENGL 391 w/Min Grade D or ENGL 394 w/Min Grade D or ENGL 396 w/Min Grade D or ENGL 356 w/Min Grade D or FILM 356 w/Min Grade D or ENGL 365 w/Min Grade D or RELS 360 w/Min Grade D or ENGL 392 w/Min Grade D or RELS 392 w/Min Grade D or ENGL 329 w/Min Grade D or AFST 329 w/Min Grade D or ENGL 339 w/Min Grade D or AFST 339 w/Min Grade D or ENGL 379 w/Min Grade D or AFST 379 w/Min Grade D or ENGL 393 w/Min Grade D or AFST 393 w/Min Grade D or ENGL 333 w/Min Grade D or WGST 333 w/Min Grade D or ENGL 374 w/Min Grade D or WGST 374 w/Min Grade D or ENGL 362 w/Min Grade D or HISP 362 w/Min Grade D or ENGL 305 w/Min Grade D or ENGL 306 w/Min Grade D or ENGL 292 w/Min Grade D or ENGL 343 w/Min Grade D or ENGL 395 w/Min Grade D,
