ccode,cnumber,crn,
ACCT,209,56508,
ACCT,209,10001,
ACCT,210,14103,
ACCT,210,47045,
ACCT,229,10003,
ACCT,229,27382,
ACCT,229,34562,
ACCT,229,10004,
ACCT,229,10005,
ACCT,229,10006,
ACCT,229,24413,
ACCT,229,10007,
ACCT,229,34563,
ACCT,229,34564,
ACCT,229,34565,
ACCT,229,34566,
ACCT,229,50396,
ACCT,229,52754,
ACCT,229,54438,
ACCT,229,54847,
ACCT,230,10010,
ACCT,230,10012,
ACCT,230,10013,
ACCT,321,10016,
ACCT,322,21666,
ACCT,327,34568,
ACCT,327,16673,
ACCT,327,16674,
ACCT,327,10017,
ACCT,327,10018,
ACCT,327,23830,
ACCT,327,23831,
ACCT,327,32793,
ACCT,327,35599,
ACCT,327,42711,
ACCT,327,47391,
ACCT,327,54439,
ACCT,327,54440,
ACCT,328,10019,
ACCT,328,10020,
ACCT,328,47366,
ACCT,328,26523,
ACCT,328,26524,
ACCT,328,26525,
ACCT,328,38571,
ACCT,328,38572,
ACCT,328,47367,
ACCT,328,47368,
ACCT,329,15758,
ACCT,405,10021,
ACCT,405,10022,
ACCT,405,25065,
ACCT,405,10024,
ACCT,405,10025,
ACCT,405,42214,
ACCT,407,12542,
ACCT,407,12543,
ACCT,408,42901,
ACCT,410,10028,
ACCT,427,10029,
ACCT,427,10030,
ACCT,427,10031,
ACCT,427,23832,
ACCT,427,21516,
ACCT,427,42712,
ACCT,445,47664,
ACCT,450,10037,
ACCT,450,27390,
ACCT,450,54846,
ACCT,484,57241,
ACCT,489,53807,
ACCT,489,53826,
ACCT,489,53836,
ACCT,602,51275,
ACCT,605,51276,
ACCT,607,50395,
ACCT,608,47940,
ACCT,640,43945,
ACCT,640,32038,
ACCT,640,34571,
ACCT,644,10042,
ACCT,644,10043,
ACCT,646,47547,
ACCT,647,34569,
ACCT,647,10045,
ACCT,647,10046,
ACCT,647,34570,
ACCT,647,56849,
ACCT,650,10047,
ACCT,650,27858,
ACCT,650,54845,
ACCT,657,54838,
ACCT,657,54839,
ACCT,657,54840,
ACCT,657,54841,
ACCT,657,54842,
ACCT,657,54843,
ACCT,657,56850,
ACCT,660,10048,
ACCT,677,54844,
ACCT,680,23833,
ACCT,680,23834,
ACCT,684,13513,
ACCT,685,13514,
ACCT,685,16400,
ACCT,688,25765,
ACCT,688,48113,
ACCT,691,13809,
AEGD,602,31069,
AEGD,604,31992,
AEGD,607,49270,
AEGD,617,31070,
AEGD,620,31071,
AEGD,626,47393,
AEGD,689,55056,
AERO,201,21046,
AERO,201,21047,
AERO,211,47465,
AERO,211,38651,
AERO,212,37973,
AERO,212,10049,
AERO,214,14107,
AERO,214,21687,
AERO,214,34253,
AERO,214,34254,
AERO,214,41796,
AERO,214,42437,
AERO,214,42438,
AERO,214,42439,
AERO,214,42862,
AERO,214,47780,
AERO,222,37981,
AERO,222,37977,
AERO,222,37978,
AERO,222,37979,
AERO,222,37980,
AERO,222,41797,
AERO,222,41865,
AERO,299,39368,
AERO,301,46965,
AERO,301,10051,
AERO,301,47379,
AERO,303,10052,
AERO,303,10053,
AERO,304,46955,
AERO,304,10054,
AERO,306,10055,
AERO,306,24367,
AERO,307,38410,
AERO,307,38411,
AERO,307,38412,
AERO,307,38413,
AERO,307,42440,
AERO,307,52740,
AERO,307,52741,
AERO,310,38432,
AERO,321,24368,
AERO,321,21048,
AERO,321,30562,
AERO,351,10057,
AERO,351,50382,
AERO,401,43183,
AERO,402,30564,
AERO,402,10058,
AERO,402,10059,
AERO,402,47503,
AERO,402,38147,
AERO,402,42562,
AERO,402,50390,
AERO,402,41788,
AERO,402,50392,
AERO,402,54875,
AERO,402,51383,
AERO,404,51334,
AERO,413,27421,
AERO,414,54878,
AERO,415,48254,
AERO,422,56181,
AERO,422,38415,
AERO,423,24812,
AERO,423,21686,
AERO,424,56016,
AERO,430,24734,
AERO,436,54747,
AERO,451,44955,
AERO,451,38420,
AERO,452,24814,
AERO,452,41794,
AERO,452,50379,
AERO,478,54881,
AERO,489,54328,
AERO,489,55726,
AERO,491,26105,
AERO,491,26107,
AERO,491,30067,
AERO,491,25604,
AERO,491,37314,
AERO,491,23271,
AERO,491,57104,
AERO,491,37184,
AERO,491,25857,
AERO,602,34265,
AERO,602,40580,
AERO,614,54879,
AERO,614,54741,
AERO,615,48253,
AERO,617,54742,
AERO,623,27422,
AERO,623,49786,
AERO,630,54745,
AERO,632,48738,
AERO,636,55119,
AERO,636,54748,
AERO,643,55634,
AERO,651,26263,
AERO,651,50926,
AERO,651,48702,
AERO,666,56054,
AERO,670,54972,
AERO,678,54882,
AERO,678,54883,
AERO,681,24410,
AERO,681,10061,
AERO,685,22679,
AERO,685,52861,
AERO,685,37166,
AERO,685,48912,
AERO,685,40312,
AERO,685,44083,
AERO,685,29285,
AERO,685,44270,
AERO,685,37115,
AERO,689,55569,
AERO,689,55570,
AERO,689,55880,
AERO,689,55881,
AERO,689,55568,
AERO,691,28963,
AERO,691,26156,
AERO,691,28964,
AERO,691,13633,
AERO,691,13634,
AERO,691,19105,
AERO,691,13635,
AERO,691,13636,
AERO,691,13637,
AERO,691,13638,
AERO,691,19107,
AERO,691,29096,
AERO,691,29097,
AERO,691,13641,
AERO,691,14606,
AERO,691,19108,
AERO,691,13642,
AERO,691,14095,
AERO,691,13643,
AERO,691,13644,
AERO,691,36171,
AERO,691,13645,
AERO,691,13646,
AERO,691,13647,
AERO,691,13648,
AERO,691,13649,
AERO,691,13651,
AERO,691,13650,
AERO,691,15770,
AERO,691,17744,
AERO,691,39853,
AERO,691,22412,
AERO,691,23302,
AERO,691,25375,
AERO,691,36741,
AERO,691,40089,
AERO,691,57269,
AERO,691,44987,
AERS,102,42906,
AERS,102,10063,
AERS,102,10064,
AERS,102,10065,
AERS,102,10066,
AERS,102,15215,
AERS,102,15216,
AERS,102,15217,
AERS,102,16603,
AERS,102,42918,
AERS,106,10067,
AERS,106,10068,
AERS,202,10070,
AERS,202,10071,
AERS,202,10072,
AERS,202,15218,
AERS,202,15219,
AERS,304,10074,
AERS,304,10076,
AERS,304,33958,
AERS,404,10077,
AERS,404,10079,
AERS,404,18665,
AERS,485,42908,
AFST,201,42504,
AFST,201,42505,
AFST,261,49431,
AFST,301,53553,
AFST,325,53707,
AFST,327,41349,
AFST,352,54316,
AFST,377,53554,
AFST,379,54235,
AFST,601,49434,
AFST,685,56935,
AGCJ,105,14528,
AGCJ,105,23335,
AGCJ,281,28264,
AGCJ,301,53664,
AGCJ,306,53663,
AGCJ,307,50110,
AGCJ,311,50151,
AGCJ,312,34536,
AGCJ,313,18734,
AGCJ,313,18735,
AGCJ,314,18736,
AGCJ,314,19493,
AGCJ,404,50109,
AGCJ,405,10081,
AGCJ,408,50137,
AGCJ,481,32857,
AGCJ,485,21683,
AGCJ,485,16191,
AGCJ,485,13995,
AGCJ,491,30911,
AGCJ,494,10083,
AGCJ,494,21688,
AGEC,105,10085,
AGEC,105,12549,
AGEC,105,12550,
AGEC,105,23410,
AGEC,117,37991,
AGEC,117,47711,
AGEC,216,31135,
AGEC,217,12565,
AGEC,217,12566,
AGEC,217,12567,
AGEC,217,36975,
AGEC,223,56931,
AGEC,223,53779,
AGEC,285,56996,
AGEC,314,30932,
AGEC,314,30933,
AGEC,314,18018,
AGEC,314,51357,
AGEC,315,10087,
AGEC,315,10088,
AGEC,316,30936,
AGEC,317,18019,
AGEC,317,18020,
AGEC,317,29017,
AGEC,317,10089,
AGEC,317,10090,
AGEC,317,25547,
AGEC,317,32396,
AGEC,324,55851,
AGEC,324,41935,
AGEC,324,55852,
AGEC,324,27325,
AGEC,325,45968,
AGEC,325,56017,
AGEC,330,39087,
AGEC,330,37992,
AGEC,330,51358,
AGEC,340,48919,
AGEC,340,10093,
AGEC,340,56014,
AGEC,340,44467,
AGEC,344,10095,
AGEC,344,12576,
AGEC,350,14654,
AGEC,350,10096,
AGEC,350,12578,
AGEC,414,15862,
AGEC,415,16768,
AGEC,416,49246,
AGEC,420,30578,
AGEC,420,51359,
AGEC,422,34927,
AGEC,423,53875,
AGEC,425,28338,
AGEC,425,28339,
AGEC,425,28340,
AGEC,429,12581,
AGEC,429,12582,
AGEC,429,40644,
AGEC,430,19525,
AGEC,430,10099,
AGEC,430,56020,
AGEC,431,12583,
AGEC,432,43878,
AGEC,434,51360,
AGEC,440,10100,
AGEC,447,56210,
AGEC,448,10101,
AGEC,453,30549,
AGEC,481,28358,
AGEC,481,50947,
AGEC,484,29581,
AGEC,485,18565,
AGEC,485,23028,
AGEC,485,20349,
AGEC,485,53108,
AGEC,489,53776,
AGEC,489,56504,
AGEC,491,23263,
AGEC,491,29660,
AGEC,491,33066,
AGEC,491,20159,
AGEC,491,19972,
AGEC,491,56888,
AGEC,495,43926,
AGEC,601,10103,
AGEC,604,10105,
AGEC,605,43879,
AGEC,606,51352,
AGEC,607,10107,
AGEC,620,30577,
AGEC,622,10108,
AGEC,625,10109,
AGEC,634,56002,
AGEC,641,38608,
AGEC,642,27328,
AGEC,662,38176,
AGEC,676,15298,
AGEC,677,31774,
AGEC,684,16772,
AGEC,685,22870,
AGEC,685,24781,
AGEC,685,29812,
AGEC,685,16473,
AGEC,685,20289,
AGEC,685,18340,
AGEC,689,54701,
AGEC,689,57082,
AGEC,691,13852,
AGEC,691,20157,
AGEC,691,13948,
AGEC,691,25311,
AGEC,691,14883,
AGEC,691,19994,
AGEC,691,25312,
AGEC,691,25746,
AGEC,691,39867,
AGEC,691,39892,
AGEC,691,13969,
AGEC,691,53047,
AGEC,691,53048,
AGEC,691,53049,
AGEC,691,53050,
AGEC,691,16485,
AGEC,691,15110,
AGEC,691,14884,
AGEC,691,13987,
AGEC,691,20142,
AGEC,691,13899,
AGEC,691,14100,
AGEC,691,14009,
AGEC,691,20186,
AGEC,691,13903,
AGEC,691,20426,
AGEC,691,23097,
AGEC,693,20001,
AGEC,693,20037,
AGLS,101,10113,
AGLS,225,53023,
AGLS,301,56481,
AGLS,489,56152,
AGLS,489,54401,
AGLS,492,39767,
AGLS,492,47542,
AGSC,302,38070,
AGSC,305,45895,
AGSC,373,20653,
AGSC,383,10116,
AGSC,425,10117,
AGSC,436,36215,
AGSC,481,17606,
AGSC,484,16146,
AGSM,105,41442,
AGSM,201,53570,
AGSM,201,10120,
AGSM,201,10122,
AGSM,301,55849,
AGSM,310,10125,
AGSM,310,10126,
AGSM,315,56514,
AGSM,315,10127,
AGSM,315,10128,
AGSM,325,10129,
AGSM,325,10130,
AGSM,325,10131,
AGSM,337,49254,
AGSM,360,33698,
AGSM,360,49256,
AGSM,440,45195,
ALEC,350,47414,
ALEC,370,50119,
ALEC,371,50120,
ALEC,377,50118,
ALEC,399,36296,
ALEC,399,52933,
ALEC,399,57101,
ALEC,412,38080,
ALEC,412,19606,
ALEC,425,26528,
ALEC,460,56231,
ALEC,473,55116,
ALEC,485,57106,
ALEC,485,48757,
ALEC,485,53037,
ALEC,485,19894,
ALEC,485,56844,
ALEC,491,19890,
ALEC,491,57107,
ALEC,609,53659,
ALEC,610,45900,
ALEC,610,45901,
ALEC,612,15228,
ALEC,612,14113,
ALEC,615,35002,
ALEC,622,45903,
ALEC,625,45899,
ALEC,630,54329,
ALEC,630,54237,
ALEC,631,37999,
ALEC,640,41927,
ALEC,640,41926,
ALEC,671,50113,
ALEC,671,50114,
ALEC,677,50435,
ALEC,677,50115,
ALEC,681,15233,
ALEC,684,25665,
ALEC,684,18310,
ALEC,685,18311,
ALEC,685,33069,
ALEC,685,25669,
ALEC,685,25671,
ALEC,685,18375,
ALEC,685,40719,
ALEC,685,15086,
ALEC,685,56845,
ALEC,685,57079,
ALEC,685,18499,
ALEC,685,22960,
ALEC,685,57182,
ALEC,689,56293,
ALEC,691,16293,
ALEC,691,17922,
ALEC,691,22930,
ALEC,691,25722,
ALEC,691,14928,
ALEC,691,17923,
ALEC,691,14929,
ALEC,691,14931,
ALEC,691,16103,
ALEC,691,16294,
ALEC,691,16387,
ALEC,691,14996,
ALEC,691,19891,
ALEC,695,50111,
ALEC,695,50112,
ALEC,696,39225,
ALED,202,18739,
ALED,202,18740,
ALED,202,45912,
ALED,202,29531,
ALED,202,30913,
ALED,202,50121,
ALED,202,53660,
ALED,202,53661,
ALED,285,38129,
ALED,301,10135,
ALED,301,54236,
ALED,301,19494,
ALED,301,54852,
ALED,323,41451,
ALED,340,50262,
ALED,340,12556,
ALED,340,12559,
ALED,340,12560,
ALED,340,12561,
ALED,340,12563,
ALED,340,12564,
ALED,340,30914,
ALED,340,30915,
ALED,340,56232,
ALED,341,34295,
ALED,341,54994,
ALED,344,53773,
ALED,344,22764,
ALED,401,15278,
ALED,419,53662,
ALED,422,34448,
ALED,422,53772,
ALED,424,16764,
ALED,424,53665,
ALED,424,38069,
ALED,426,16766,
ALED,440,19677,
ALED,440,56038,
ALED,440,38402,
ALED,440,30916,
ALED,441,28263,
ALED,481,15279,
ALED,481,53666,
ALED,481,56804,
ALED,485,29533,
ALED,485,13880,
ALED,485,13881,
ALED,485,13882,
ALED,485,13883,
ALED,485,22995,
ALED,485,14174,
ALED,485,16153,
ALED,485,56843,
ALED,491,17604,
ALED,494,57118,
ALED,494,25473,
ANSC,107,10138,
ANSC,107,47479,
ANSC,107,51737,
ANSC,107,54601,
ANSC,107,51635,
ANSC,108,10139,
ANSC,108,10140,
ANSC,108,10144,
ANSC,108,10145,
ANSC,111,34620,
ANSC,111,34621,
ANSC,111,34622,
ANSC,111,34623,
ANSC,111,34624,
ANSC,111,34625,
ANSC,111,34626,
ANSC,111,34627,
ANSC,111,34628,
ANSC,111,34629,
ANSC,111,38403,
ANSC,111,40268,
ANSC,111,41369,
ANSC,111,41370,
ANSC,111,48288,
ANSC,111,51343,
ANSC,111,51741,
ANSC,111,51748,
ANSC,111,51749,
ANSC,113,34001,
ANSC,201,10149,
ANSC,205,57250,
ANSC,210,14132,
ANSC,211,27722,
ANSC,215,27735,
ANSC,221,23767,
ANSC,221,23768,
ANSC,221,23769,
ANSC,291,23037,
ANSC,291,20098,
ANSC,291,29294,
ANSC,303,27726,
ANSC,303,10151,
ANSC,305,10152,
ANSC,305,10153,
ANSC,305,44646,
ANSC,305,44616,
ANSC,307,10156,
ANSC,307,22365,
ANSC,307,22366,
ANSC,307,10159,
ANSC,307,10158,
ANSC,307,10161,
ANSC,307,10160,
ANSC,307,10162,
ANSC,307,15280,
ANSC,307,10163,
ANSC,307,15310,
ANSC,307,53778,
ANSC,309,23770,
ANSC,316,14124,
ANSC,318,10165,
ANSC,318,10166,
ANSC,318,10167,
ANSC,318,10168,
ANSC,318,10169,
ANSC,318,29655,
ANSC,318,45858,
ANSC,320,53577,
ANSC,320,54600,
ANSC,325,23776,
ANSC,325,41371,
ANSC,325,41372,
ANSC,325,41373,
ANSC,325,41596,
ANSC,326,37935,
ANSC,326,43716,
ANSC,333,45529,
ANSC,333,45498,
ANSC,334,45532,
ANSC,334,45511,
ANSC,334,45512,
ANSC,334,45513,
ANSC,334,45514,
ANSC,334,45515,
ANSC,334,45516,
ANSC,399,41368,
ANSC,404,33985,
ANSC,404,33986,
ANSC,406,14469,
ANSC,406,15895,
ANSC,406,29755,
ANSC,408,53572,
ANSC,411,12457,
ANSC,412,41469,
ANSC,412,53765,
ANSC,414,13952,
ANSC,414,34459,
ANSC,414,45041,
ANSC,420,10172,
ANSC,420,27736,
ANSC,420,29811,
ANSC,420,36117,
ANSC,423,34613,
ANSC,434,33987,
ANSC,434,10181,
ANSC,434,10182,
ANSC,437,10183,
ANSC,437,28913,
ANSC,439,54125,
ANSC,467,40136,
ANSC,484,12456,
ANSC,485,43825,
ANSC,485,16520,
ANSC,485,30007,
ANSC,485,43824,
ANSC,485,18355,
ANSC,485,23187,
ANSC,485,13421,
ANSC,485,18600,
ANSC,485,37313,
ANSC,485,26096,
ANSC,485,18174,
ANSC,485,16558,
ANSC,485,43826,
ANSC,487,12458,
ANSC,489,56716,
ANSC,491,48671,
ANSC,491,14917,
ANSC,491,25796,
ANSC,491,56877,
ANSC,491,56876,
ANSC,491,29661,
ANSC,491,29669,
ANSC,491,48969,
ANSC,491,29966,
ANSC,491,48911,
ANSC,491,15121,
ANSC,491,22758,
ANSC,491,29965,
ANSC,491,57074,
ANSC,491,16448,
ANSC,491,29295,
ANSC,491,22759,
ANSC,491,37124,
ANSC,491,57215,
ANSC,494,15123,
ANSC,494,25710,
ANSC,494,26061,
ANSC,494,19415,
ANSC,494,25711,
ANSC,498,45504,
ANSC,498,45505,
ANSC,498,45506,
ANSC,498,45507,
ANSC,498,45508,
ANSC,498,45509,
ANSC,498,45510,
ANSC,498,45523,
ANSC,498,45966,
ANSC,498,46309,
ANSC,498,45503,
ANSC,608,53574,
ANSC,618,53706,
ANSC,621,41595,
ANSC,627,53869,
ANSC,629,39946,
ANSC,667,14148,
ANSC,681,55060,
ANSC,681,19296,
ANSC,684,12463,
ANSC,684,48490,
ANSC,685,33361,
ANSC,685,57261,
ANSC,685,13781,
ANSC,685,44059,
ANSC,685,36288,
ANSC,685,43819,
ANSC,685,22492,
ANSC,685,33230,
ANSC,685,32872,
ANSC,685,56809,
ANSC,685,22594,
ANSC,685,16230,
ANSC,685,23167,
ANSC,685,29224,
ANSC,687,12465,
ANSC,689,55146,
ANSC,689,55882,
ANSC,689,56382,
ANSC,691,56864,
ANSC,691,56836,
ANSC,691,18372,
ANSC,691,13133,
ANSC,691,13134,
ANSC,691,13136,
ANSC,691,13137,
ANSC,691,19758,
ANSC,691,22969,
ANSC,691,13139,
ANSC,691,29657,
ANSC,691,13144,
ANSC,691,13740,
ANSC,691,13145,
ANSC,691,18225,
ANSC,691,13146,
ANSC,691,48375,
ANSC,691,13869,
ANSC,691,32251,
ANSC,691,32783,
ANSC,691,29734,
ANSC,691,43823,
ANSC,691,40697,
ANSC,691,44656,
ANSC,691,48673,
ANSC,691,13148,
ANSC,691,51745,
ANSC,691,13929,
ANSC,691,13149,
ANSC,691,14813,
ANSC,691,13150,
ANSC,691,29296,
ANSC,691,13152,
ANSC,691,13153,
ANSC,691,48794,
ANSC,691,19295,
ANSC,691,19660,
ANSC,691,29670,
ANSC,697,53686,
ANTH,201,27270,
ANTH,201,42697,
ANTH,201,53224,
ANTH,201,38665,
ANTH,202,10186,
ANTH,202,45553,
ANTH,202,49804,
ANTH,202,53487,
ANTH,204,26628,
ANTH,204,42694,
ANTH,204,44932,
ANTH,204,56705,
ANTH,205,10187,
ANTH,205,10188,
ANTH,205,12558,
ANTH,205,48516,
ANTH,205,15809,
ANTH,205,43172,
ANTH,205,55954,
ANTH,205,17602,
ANTH,210,16777,
ANTH,210,45557,
ANTH,210,48517,
ANTH,210,52789,
ANTH,222,49806,
ANTH,225,24652,
ANTH,226,24653,
ANTH,226,24654,
ANTH,285,33084,
ANTH,285,52780,
ANTH,300,49810,
ANTH,313,40246,
ANTH,316,21308,
ANTH,317,27909,
ANTH,324,56867,
ANTH,402,42690,
ANTH,409,53480,
ANTH,410,10189,
ANTH,415,14489,
ANTH,417,53571,
ANTH,420,53581,
ANTH,421,53585,
ANTH,425,31129,
ANTH,435,53490,
ANTH,436,26638,
ANTH,447,53482,
ANTH,448,54416,
ANTH,464,53866,
ANTH,484,52403,
ANTH,485,17030,
ANTH,485,48909,
ANTH,485,49018,
ANTH,489,53899,
ANTH,491,19778,
ANTH,491,18545,
ANTH,491,48908,
ANTH,603,53583,
ANTH,604,55925,
ANTH,608,49819,
ANTH,616,49820,
ANTH,647,53485,
ANTH,663,53594,
ANTH,664,55011,
ANTH,680,46614,
ANTH,685,55473,
ANTH,685,17045,
ANTH,685,16009,
ANTH,685,17057,
ANTH,691,13697,
ANTH,691,17191,
ANTH,691,13699,
ANTH,691,17192,
ANTH,691,13702,
ANTH,691,13708,
ANTH,691,13717,
ANTH,691,13733,
ANTH,691,13524,
ANTH,691,13719,
ANTH,691,13721,
ANTH,691,13722,
ANTH,691,13725,
ANTH,691,13729,
ANTH,691,13732,
ANTH,691,13734,
ANTH,691,13698,
ANTH,691,17196,
ANTH,691,13718,
ANTH,691,13736,
ANTH,691,17260,
ARAB,101,38930,
ARAB,102,10191,
ARAB,201,42045,
ARAB,202,10193,
ARAB,202,10194,
ARAB,258,53709,
ARAB,323,23614,
ARAB,491,56622,
ARCH,105,50348,
ARCH,108,50351,
ARCH,108,50353,
ARCH,108,50355,
ARCH,108,50369,
ARCH,108,50370,
ARCH,108,50371,
ARCH,108,50372,
ARCH,108,50373,
ARCH,108,54072,
ARCH,108,54073,
ARCH,115,50349,
ARCH,206,17633,
ARCH,206,10195,
ARCH,206,16024,
ARCH,206,17046,
ARCH,206,22274,
ARCH,206,22275,
ARCH,206,31640,
ARCH,206,50102,
ARCH,206,54076,
ARCH,206,54077,
ARCH,212,12600,
ARCH,212,42477,
ARCH,213,18854,
ARCH,213,23707,
ARCH,216,26540,
ARCH,221,54474,
ARCH,249,21135,
ARCH,249,21137,
ARCH,249,21138,
ARCH,249,24873,
ARCH,250,17060,
ARCH,250,15271,
ARCH,250,17634,
ARCH,250,26541,
ARCH,281,26543,
ARCH,305,54826,
ARCH,305,54827,
ARCH,305,55789,
ARCH,305,55790,
ARCH,317,39965,
ARCH,328,43388,
ARCH,331,14659,
ARCH,335,42499,
ARCH,345,18857,
ARCH,346,30292,
ARCH,347,43066,
ARCH,350,54874,
ARCH,350,15272,
ARCH,350,31764,
ARCH,353,50573,
ARCH,381,43112,
ARCH,381,43113,
ARCH,381,43114,
ARCH,406,42493,
ARCH,406,10197,
ARCH,406,10198,
ARCH,406,10199,
ARCH,406,10200,
ARCH,413,45206,
ARCH,421,10201,
ARCH,458,14135,
ARCH,458,10202,
ARCH,481,21153,
ARCH,481,21155,
ARCH,485,14058,
ARCH,485,37340,
ARCH,494,21157,
ARCH,602,10203,
ARCH,606,10205,
ARCH,606,12604,
ARCH,606,18859,
ARCH,606,50812,
ARCH,608,26548,
ARCH,608,26549,
ARCH,608,26550,
ARCH,614,10206,
ARCH,615,10207,
ARCH,619,15718,
ARCH,621,54472,
ARCH,634,43387,
ARCH,643,15268,
ARCH,644,14133,
ARCH,644,21161,
ARCH,644,54145,
ARCH,644,54146,
ARCH,645,37860,
ARCH,645,39233,
ARCH,645,54147,
ARCH,645,54148,
ARCH,646,10210,
ARCH,659,38789,
ARCH,660,10212,
ARCH,669,54473,
ARCH,674,19620,
ARCH,675,25148,
ARCH,681,10214,
ARCH,685,45155,
ARCH,685,18179,
ARCH,685,18218,
ARCH,685,18541,
ARCH,685,18542,
ARCH,685,18607,
ARCH,685,20059,
ARCH,685,20227,
ARCH,685,20229,
ARCH,685,20231,
ARCH,685,20326,
ARCH,685,20347,
ARCH,685,20389,
ARCH,685,20403,
ARCH,685,40642,
ARCH,685,56700,
ARCH,685,22527,
ARCH,685,18164,
ARCH,685,20412,
ARCH,685,20446,
ARCH,689,56356,
ARCH,691,40539,
ARCH,691,37206,
ARCH,691,18162,
ARCH,691,37208,
ARCH,691,37209,
ARCH,691,13391,
ARCH,691,23118,
ARCH,691,13392,
ARCH,691,18273,
ARCH,691,26134,
ARCH,691,40640,
ARCH,691,49017,
ARCH,691,13393,
ARCH,691,13394,
ARCH,691,13395,
ARCH,691,13396,
ARCH,691,18163,
ARCH,691,14599,
ARCH,691,15803,
ARCH,691,57037,
ARCH,691,57057,
AREN,200,44774,
AREN,200,52829,
AREN,210,49104,
AREN,289,55994,
AREN,300,38007,
AREN,330,41495,
AREN,399,40693,
AREN,401,53373,
AREN,402,41398,
AREN,440,53374,
AREN,489,54327,
ARSC,105,55813,
ARSC,201,51844,
ARSC,285,56424,
ARSC,285,56425,
ARSC,285,56426,
ARSC,285,56427,
ARSC,301,56482,
ARSC,392,52270,
ARTS,102,50836,
ARTS,103,49224,
ARTS,104,45326,
ARTS,104,49222,
ARTS,111,49136,
ARTS,149,19470,
ARTS,149,12606,
ARTS,149,12607,
ARTS,149,22526,
ARTS,149,26595,
ARTS,149,29088,
ARTS,150,19471,
ARTS,150,49760,
ARTS,150,14143,
ARTS,150,14144,
ARTS,150,49761,
ARTS,150,49762,
ARTS,150,18841,
ARTS,150,43993,
ARTS,150,50103,
ARTS,210,37698,
ARTS,212,53251,
ARTS,303,49137,
ARTS,303,57009,
ARTS,303,43531,
ARTS,304,14142,
ARTS,312,53250,
ARTS,325,15247,
ARTS,325,57010,
ARTS,325,35724,
ARTS,325,56583,
ARTS,328,49139,
ARTS,339,41196,
ARTS,345,53544,
ARTS,345,53546,
ARTS,349,21201,
ARTS,349,17668,
ARTS,349,17669,
ARTS,349,49753,
ARTS,353,28675,
ARTS,403,50241,
ARTS,485,22805,
ARTS,485,15159,
ARTS,485,22593,
ASCC,001,38757,
ASCC,001,38758,
ASCC,001,38759,
ASCC,001,38761,
ASCC,001,38762,
ASCC,001,52957,
ASCC,001,55721,
ASCC,001,55722,
ASCC,001,55723,
ASCC,002,50795,
ASCC,002,50796,
ASCC,002,50797,
ASCC,002,51568,
ASCC,002,51569,
ASCC,002,55725,
ASCC,002,56992,
ASCC,002,56993,
ASCC,002,56994,
ASCC,003,50800,
ASCC,003,50799,
ASCC,003,51567,
ASCC,004,38765,
ASCC,004,38767,
ASCC,101,35304,
ASCC,101,35305,
ASIA,229,54233,
ASIA,350,53545,
ASIA,358,53552,
ASTR,101,10215,
ASTR,102,10217,
ASTR,102,10218,
ASTR,102,10219,
ASTR,102,10220,
ASTR,102,41256,
ASTR,102,41257,
ASTR,102,41258,
ASTR,102,41259,
ASTR,104,26214,
ASTR,109,16843,
ASTR,109,12460,
ASTR,111,14161,
ASTR,111,14162,
ASTR,291,16852,
ASTR,291,16853,
ASTR,291,16856,
ASTR,291,20574,
ASTR,314,30120,
ASTR,314,15534,
ASTR,403,21422,
ASTR,420,41294,
ASTR,491,43525,
ASTR,491,15560,
ASTR,491,16864,
ASTR,491,16865,
ASTR,491,16866,
ASTR,491,16868,
ASTR,491,18908,
ASTR,491,20584,
ASTR,491,20586,
ASTR,491,20587,
ASTR,601,20590,
ASTR,604,20592,
ASTR,681,13820,
ASTR,685,16871,
ASTR,685,15592,
ASTR,685,15593,
ASTR,685,16873,
ASTR,685,18907,
ASTR,685,18922,
ASTR,689,55685,
ASTR,691,16876,
ASTR,691,16877,
ASTR,691,15596,
ASTR,691,15598,
ASTR,691,16878,
ASTR,691,18923,
ASTR,691,20600,
ASTR,691,20602,
ATMO,201,10221,
ATMO,201,10222,
ATMO,201,10224,
ATMO,201,38103,
ATMO,202,10225,
ATMO,202,10226,
ATMO,202,42503,
ATMO,202,10228,
ATMO,202,10229,
ATMO,203,45678,
ATMO,203,45756,
ATMO,210,49420,
ATMO,210,54892,
ATMO,210,53643,
ATMO,291,26037,
ATMO,321,10234,
ATMO,324,16652,
ATMO,324,16653,
ATMO,352,10235,
ATMO,352,19293,
ATMO,370,35699,
ATMO,370,55555,
ATMO,435,16655,
ATMO,441,10236,
ATMO,444,50509,
ATMO,455,15818,
ATMO,456,12715,
ATMO,461,16656,
ATMO,463,29389,
ATMO,463,22327,
ATMO,491,55510,
ATMO,491,20406,
ATMO,491,18306,
ATMO,491,29640,
ATMO,491,55511,
ATMO,491,23540,
ATMO,491,25572,
ATMO,491,43773,
ATMO,611,10237,
ATMO,612,10238,
ATMO,613,10239,
ATMO,645,54893,
ATMO,681,10240,
ATMO,689,56711,
ATMO,691,40191,
ATMO,691,14152,
ATMO,691,14154,
ATMO,691,14156,
ATMO,691,14157,
ATMO,691,12717,
ATMO,691,22335,
ATMO,691,12720,
ATMO,691,12727,
ATMO,691,52851,
ATMO,691,12731,
ATMO,691,14724,
ATMO,691,12732,
ATMO,691,18459,
ATMO,691,56323,
ATMO,691,29773,
ATMO,691,56767,
ATMO,691,33463,
