course_ccode,course_cnumber,prereq_ccode,prereq_cnumber,equi_id
FSTC,444,NFSC,201,1,
GENE,301,BIOL,111,1,
GENE,302,BIOL,112,1,
GENE,302,GENE,314,2,
GENE,312,GENE,301,1,
GENE,314,GENE,302,1,
GENE,314,GENE,303,1,
GENE,411,FINC,351,1,
GENE,411,FINC,361,2,
GENE,411,ACCT,328,3,
GEOG,312,STAT,303,1,
GEOG,324,GEOG,203,1,
GEOG,324,ATMO,201,1,
GEOG,331,GEOL,101,1,
GEOG,331,GEOG,203,1,
GEOG,380,GEOG,330,1,
GEOG,395,GEOG,390,1,
GEOG,409,GEOG,330,1,
GEOG,409,GEOG,309,1,
GEOG,430,GEOG,201,1,
GEOG,430,GEOG,202,1,
GEOG,461,GEOG,361,1,
GEOG,475,GEOG,390,1,
GEOG,478,GEOG,390,1,
GEOG,661,GEOG,651,1,
GEOG,662,GEOG,660,1,
GEOG,663,GEOG,660,1,
GEOL,152,GEOL,150,1,
GEOL,152,GEOL,101,1,
GEOL,152,GEOL,102,2,
GEOL,152,GEOL,104,2,
GEOL,203,MATH,151,1,
GEOL,203,MATH,142,1,
GEOL,203,CHEM,119,2,
GEOL,203,CHEM,101,2,
GEOL,203,CHEM,111,3,
GEOL,203,CHEM,107,3,
GEOL,203,CHEM,117,4,
GEOL,203,GEOL,150,5,
GEOL,203,GEOL,104,5,
GEOL,203,GEOL,101,5,
GEOL,203,GEOL,102,6,
GEOL,210,MATH,151,1,
GEOL,210,MATH,142,1,
GEOL,210,ENGL,104,2,
GEOL,210,GEOL,150,3,
GEOL,210,GEOL,101,3,
GEOL,210,GEOL,104,3,
GEOL,304,GEOL,203,1,
GEOL,304,CHEM,120,2,
GEOL,304,CHEM,107,2,
GEOL,304,CHEM,117,3,
GEOL,304,CHEM,102,3,
GEOL,304,CHEM,112,4,
GEOL,306,CHEM,119,1,
GEOL,306,CHEM,101,1,
GEOL,306,CHEM,111,2,
GEOL,306,CHEM,107,2,
GEOL,306,CHEM,117,3,
GEOL,306,GEOL,152,4,
GEOL,306,GEOL,106,4,
GEOL,306,GEOL,104,4,
GEOL,312,GEOL,150,1,
GEOL,312,GEOL,104,1,
GEOL,312,GEOL,101,1,
GEOL,312,GEOL,102,2,
GEOL,312,MATH,142,3,
GEOL,312,MATH,152,3,
GEOL,312,PHYS,218,4,
GEOL,312,PHYS,201,4,
GEOL,314,CHEM,101,1,
GEOL,314,CHEM,107,1,
GEOL,314,CHEM,119,1,
GEOL,314,GEOL,306,2,
GEOL,330,GEOL,101,1,
GEOL,330,GEOL,104,1,
GEOL,350,GEOL,304,1,
GEOL,350,GEOL,314,2,
GEOL,350,GEOL,312,3,
GEOL,350,GEOL,306,4,
GEOL,350,GEOL,250,5,
GEOL,404,GEOL,104,1,
GEOL,404,GEOL,150,1,
GEOL,410,MATH,151,1,
GEOL,410,MATH,152,2,
GEOL,412,GEOL,410,1,
GEOL,450,GEOL,210,1,
GEOL,450,GEOL,312,2,
GEOL,478,MATH,151,1,
GEOL,478,MATH,152,2,
GEOP,615,GEOP,611,1,
GEOP,615,GEOL,665,1,
GEOS,405,GEOS,105,1,
GERM,102,GERM,101,1,
GERM,201,GERM,102,1,
GERM,201,GERM,104,1,
GERM,202,GERM,201,1,
GERM,311,GERM,202,1,
GERM,311,GERM,222,1,
GERM,311,GERM,204,1,
GERM,336,GERM,310,1,
GERM,336,GERM,315,1,
GLST,410,INTS,201,1,
GLST,410,INTA,201,1,
GLST,410,GLST,201,1,
HISP,250,SPAN,101,1,
HLTH,331,HLTH,231,1,
HLTH,335,BIOL,320,1,
HLTH,335,HLTH,210,2,
HLTH,335,HLTH,231,3,
HLTH,335,HLTH,240,4,
HLTH,353,BIOL,320,1,
HLTH,353,HLTH,210,2,
HLTH,353,HLTH,231,3,
HLTH,353,HLTH,240,4,
HLTH,403,HLTH,210,1,
HLTH,410,HLTH,210,1,
HLTH,410,HLTH,231,2,
HLTH,410,HLTH,240,3,
HLTH,410,BIOL,320,4,
HLTH,410,COMM,203,5,
HLTH,410,ENGL,104,6,
HLTH,410,ENGL,103,6,
HLTH,415,HLTH,231,1,
HLTH,415,HLTH,222,2,
HLTH,415,HLTH,240,2,
HLTH,415,HLTH,332,2,
HLTH,415,HLTH,331,2,
HLTH,415,BIOL,320,3,
HLTH,415,COMM,203,4,
HLTH,415,ENGL,103,5,
HLTH,415,ENGL,104,5,
HLTH,425,HLTH,222,1,
HLTH,425,HLTH,231,2,
HLTH,425,HLTH,240,3,
HLTH,425,HLTH,331,4,
HLTH,425,BIOL,320,5,
HLTH,425,COMM,203,6,
HLTH,425,ENGL,103,7,
HLTH,425,ENGL,104,7,
HLTH,440,HLTH,222,1,
HLTH,440,HLTH,231,2,
HLTH,440,HLTH,240,3,
HLTH,440,HLTH,331,4,
HLTH,440,BIOL,320,5,
HLTH,440,COMM,203,6,
HLTH,440,ENGL,103,7,
HLTH,440,ENGL,104,7,
HLTH,481,HLTH,210,1,
HLTH,481,HLTH,231,2,
HLTH,481,HLTH,240,3,
HLTH,481,COMM,203,4,
HLTH,481,ENGL,103,5,
HLTH,481,ENGL,104,5,
HLTH,482,HLTH,210,1,
HLTH,482,HLTH,231,2,
HLTH,482,HLTH,240,3,
HLTH,482,BIOL,320,4,
HLTH,482,COMM,203,5,
HLTH,482,ENGL,103,6,
HLTH,482,ENGL,104,6,
HLTH,484,HLTH,415,1,
HLTH,484,HLTH,425,2,
HLTH,484,HLTH,440,3,
HMGT,210,HMGT,201,1,
HMGT,210,RPTS,201,1,
HMGT,312,HMGT,201,1,
HMGT,312,RPTS,201,1,
HMGT,320,HMGT,211,1,
HMGT,320,RPTS,311,1,
HMGT,352,HMGT,201,1,
HMGT,352,RPTS,201,1,
HMGT,384,HMGT,201,1,
HMGT,384,RPTS,201,1,
HMGT,384,HMGT,223,2,
HMGT,384,HMGT,411,2,
HMGT,384,RPTS,323,2,
HMGT,384,HMGT,281,3,
HMGT,384,RPTS,481,3,
HMGT,401,HMGT,223,1,
HMGT,401,HMGT,411,1,
HMGT,401,RPTS,323,1,
HMGT,412,HMGT,211,1,
HMGT,412,RPTS,311,1,
HMGT,424,HMGT,320,1,
HMGT,424,RPTS,320,1,
HMGT,426,HMGT,302,1,
HMGT,426,RPTS,302,1,
HMGT,442,HMGT,201,1,
HMGT,442,RPTS,201,1,
HMGT,442,HMGT,340,2,
HMGT,442,RPTS,340,2,
HMGT,450,HMGT,223,1,
HMGT,450,RPTS,323,1,
HMGT,450,HMGT,411,1,
HMGT,451,HMGT,201,1,
HMGT,451,RPTS,201,1,
HMGT,465,HMGT,352,1,
HMGT,465,RPTS,421,1,
HMGT,602,HMGT,601,1,
HORT,202,HORT,201,1,
HORT,308,BIOL,101,1,
HORT,308,BIOL,111,1,
HORT,308,BIOL,113,1,
HORT,308,HORT,201,1,
HORT,308,HORT,301,1,
HORT,308,LAND,101,1,
HORT,308,RENR,205,1,
HORT,313,BIOL,111,1,
HORT,313,BIOL,101,1,
HORT,313,BIOL,113,1,
HORT,313,CHEM,222,2,
HORT,313,CHEM,227,2,
HORT,315,HORT,201,1,
HORT,315,HORT,202,2,
HORT,326,HORT,201,1,
HORT,419,HORT,201,1,
HORT,425,HORT,201,1,
HORT,426,HORT,201,1,
HORT,442,HORT,432,1,
HORT,442,HORT,306,2,
HORT,442,HORT,308,2,
HORT,452,HORT,203,1,
HORT,452,HORT,451,1,
HORT,453,HORT,203,1,
IBUS,401,MKTG,321,1,
ICPE,641,ICPE,640,1,
ICPE,642,ICPE,640,1,
ICPE,642,ICPE,641,2,
ICPE,644,ICPE,640,1,
ICPE,644,ICPE,641,2,
IDIS,330,IDIS,240,1,
IDIS,340,IDIS,240,1,
IDIS,343,STAT,201,1,
IDIS,343,STAT,211,1,
IDIS,343,STAT,303,1,
IDIS,343,IDIS,240,2,
IDIS,344,IDIS,240,1,
IDIS,364,ACCT,209,1,
IDIS,364,ACCT,229,1,
IDIS,364,IDIS,240,2,
IDIS,424,IDIS,340,1,
IDIS,424,IDIS,343,2,
IDIS,433,IDIS,330,1,
IDIS,434,IDIS,343,1,
IDIS,443,IDIS,343,1,
IDIS,443,IDIS,344,2,
IDIS,443,MMET,301,3,
IDIS,443,ESET,300,4,
IDIS,444,IDIS,464,1,
IDIS,444,IDIS,443,1,
IDIS,444,IDIS,424,2,
IDIS,444,IDIS,433,3,
IDIS,444,IDIS,434,4,
IDIS,444,IDIS,450,5,
IDIS,444,ENTC,399,6,
IDIS,450,IDIS,343,1,
IDIS,450,IDIS,344,2,
INTA,300,INTS,201,1,
INTA,300,INTA,201,1,
INTA,300,ARAB,202,2,
INTA,300,CHIN,202,2,
INTA,300,FREN,202,2,
INTA,300,GERM,202,2,
INTA,300,ITAL,202,2,
INTA,300,JAPN,202,2,
INTA,300,RUSS,202,2,
INTA,300,SPAN,202,2,
INTA,300,SPAN,203,2,
INTA,303,ECON,202,1,
INTA,303,ECON,203,2,
INTA,406,INTS,201,1,
INTA,406,INTA,201,1,
INTA,409,INTA,201,1,
INTA,409,INTS,201,1,
INTA,473,INTA,205,1,
INTA,473,INTS,205,1,
INTA,473,INTA,301,2,
INTA,473,INTS,301,2,
ISEN,210,ENGR,102,1,
ISEN,210,MATH,152,2,
ISEN,230,CSCE,206,1,
ISEN,230,CSCE,111,1,
ISEN,230,CSCE,121,1,
ISEN,230,CSCE,110,1,
ISEN,230,STAT,211,2,
ISEN,281,ENGR,217,1,
ISEN,281,PHYS,217,1,
ISEN,302,MATH,152,1,
ISEN,302,MATH,172,1,
ISEN,310,ISEN,230,1,
ISEN,310,STAT,211,2,
ISEN,311,CSCE,110,1,
ISEN,311,CSCE,111,1,
ISEN,311,CSCE,120,1,
ISEN,311,CSCE,121,1,
ISEN,311,CSCE,206,1,
ISEN,311,STAT,211,2,
ISEN,320,MATH,304,1,
ISEN,320,MATH,323,1,
ISEN,330,MEEN,221,1,
ISEN,340,MATH,304,1,
ISEN,340,MATH,323,1,
ISEN,340,ISEN,310,2,
ISEN,340,STAT,212,2,
ISEN,350,ISEN,310,1,
ISEN,350,ISEN,230,2,
ISEN,355,ISEN,230,1,
ISEN,355,ISEN,310,2,
ISEN,370,ISEN,230,1,
ISEN,370,ISEN,320,2,
ISEN,405,ISEN,210,1,
ISEN,405,ISEN,320,2,
ISEN,410,ISEN,210,1,
ISEN,410,ISEN,302,1,
ISEN,411,ISEN,350,1,
ISEN,413,ISEN,310,1,
ISEN,413,ISEN,350,2,
ISEN,414,STAT,211,1,
ISEN,425,ISEN,210,1,
ISEN,425,ISEN,355,2,
ISEN,427,ISEN,310,1,
ISEN,427,DAEN,321,1,
ISEN,427,STAT,212,1,
ISEN,433,ISEN,330,1,
ISEN,434,ISEN,330,1,
ISEN,440,MATH,304,1,
ISEN,453,ISEN,340,1,
ISEN,453,ISEN,421,1,
ISEN,453,MATH,304,1,
ISEN,453,ISEN,220,2,
ISEN,453,ISEN,424,3,
ISEN,460,ISEN,210,1,
ISEN,460,ISEN,330,2,
ISEN,460,ISEN,340,3,
ISEN,460,ISEN,350,4,
ISEN,460,ISEN,355,5,
ISEN,460,ISEN,370,6,
ISTM,250,ISTM,210,1,
ISTM,250,ISYS,210,1,
ISTM,250,INFO,210,1,
ISTM,310,ISTM,250,1,
ISTM,310,ISYS,250,1,
ISTM,310,INFO,250,1,
ISTM,310,ACCT,230,2,
ISTM,310,BUSN,203,3,
ISTM,310,SCMT,303,3,
ISTM,315,ISTM,310,1,
ISTM,315,ISYS,310,1,
ISTM,315,ISTM,320,2,
ISTM,315,ISYS,320,2,
ISTM,320,ISTM,250,1,
ISTM,320,ISYS,250,1,
ISTM,320,ACCT,230,2,
ISTM,320,BUSN,203,3,
ISTM,320,SCMT,303,3,
ISTM,360,ISTM,313,1,
ISTM,360,ISTM,315,1,
ISTM,360,BUSN,203,2,
ISTM,360,SCMT,303,2,
ISTM,380,ISTM,320,1,
ISTM,410,ISTM,310,1,
ISTM,410,ISYS,310,1,
ISTM,410,ISTM,320,2,
ISTM,410,ISYS,320,2,
ISTM,415,ISTM,315,1,
ISTM,415,ISYS,315,1,
ISTM,415,ISTM,410,2,
ISTM,415,ISYS,410,2,
ISTM,450,BUSN,203,1,
ISTM,450,SCMT,303,1,
ISTM,455,ISTM,310,1,
ISTM,455,ISYS,310,1,
ISTM,455,SCMT,375,1,
ISTM,645,ISTM,635,1,
ISTM,645,ISYS,635,1,
ISTM,645,INFO,635,1,
ISTM,655,ISTM,635,1,
ITAL,102,ITAL,101,1,
ITAL,202,ITAL,201,1,
ITDE,301,ITDE,201,1,
ITDE,402,ITDE,401,1,
ITDE,499,ITDE,402,1,
ITSV,272,ITSV,101,1,
ITSV,274,ITSV,272,1,
ITSV,274,TCMG,272,1,
ITSV,303,ITSV,272,1,
ITSV,303,TCMG,272,1,
ITSV,303,ITSV,274,2,
ITSV,303,TCMG,274,2,
ITSV,308,ITSV,272,1,
ITSV,308,TCMG,272,1,
ITSV,308,ITSV,274,2,
ITSV,308,TCMG,274,2,
ITSV,316,ITSV,303,1,
ITSV,316,TCMG,303,1,
ITSV,412,ITSV,272,1,
ITSV,412,TCMG,272,1,
ITSV,412,ITSV,274,2,
ITSV,412,TCMG,274,2,
JAPN,102,JAPN,101,1,
JAPN,202,JAPN,201,1,
JAPN,302,JAPN,301,1,
JOUR,200,JOUR,102,1,
JOUR,203,JOUR,102,1,
JOUR,203,JOUR,200,2,
JOUR,304,JOUR,203,1,
JOUR,468,JOUR,203,1,
JOUR,490,JOUR,203,1,
KINE,305,NUTR,202,1,
KINE,305,NFSC,202,1,
KINE,312,KINE,215,1,
KINE,314,KINE,215,1,
KINE,335,KINE,215,1,
KINE,340,KINE,318,1,
KINE,340,KINE,320,1,
KINE,345,KINE,215,1,
KINE,351,KINE,215,1,
KINE,353,KINE,215,1,
KINE,355,KINE,215,1,
KINE,406,BIOL,319,1,
KINE,406,PHYS,201,2,
KINE,406,BIOL,320,3,
KINE,407,KINE,406,1,
KINE,426,PHYS,201,1,
KINE,426,BIOL,319,2,
KINE,426,BIOL,320,3,
KINE,427,BIOL,319,1,
KINE,427,BIOL,320,2,
KINE,427,PHYS,201,3,
KINE,428,KINE,426,1,
KINE,428,PHYS,201,2,
KINE,433,PHYS,201,1,
KINE,433,BIOL,319,2,
KINE,433,BIOL,320,3,
KINE,435,KINE,433,1,
KINE,439,KINE,433,1,
KINE,484,KINE,483,1,
LAND,112,LAND,111,1,
LAND,212,LAND,211,1,
LAND,212,LAND,231,2,
LAND,232,LAND,211,1,
LAND,232,LAND,231,2,
LAND,312,LAND,311,1,
LAND,331,LAND,320,1,
LAND,331,LAND,330,2,
LAND,412,LAND,312,1,
LAND,602,LAND,601,1,
LAND,602,LAND,622,2,
LAND,614,LAND,612,1,
LAND,621,LAND,620,1,
LAW,671,LAW,621,1,
LAW,7065,LAW,7002,1,
LAW,7065,LAW,7017,2,
LAW,7076,LAW,7017,1,
LAW,7076,LAW,7002,2,
LAW,7091,LAW,7002,1,
LAW,7091,LAW,7017,2,
LAW,7104,LAW,7042,1,
LAW,7104,LAW,7002,2,
LAW,7104,LAW,7017,2,
LAW,7154,LAW,7017,1,
LAW,7154,LAW,7002,2,
LAW,7174,LAW,7002,1,
LAW,7174,LAW,7017,2,
LAW,7174,LAW,7032,3,
LAW,7277,LAW,7032,1,
LAW,7277,LAW,7002,2,
LAW,7277,LAW,7017,3,
LAW,7313,LAW,7002,1,
LAW,7313,LAW,7017,2,
LAW,7362,LAW,7056,1,
LAW,7362,LAW,7017,2,
LAW,7362,LAW,7002,3,
LAW,7362,LAW,7032,4,
LAW,740,LAW,630,1,
LAW,7435,LAW,7056,1,
LAW,7444,LAW,7032,1,
LAW,7444,LAW,7002,2,
LAW,7444,LAW,7017,3,
LAW,7492,LAW,7056,1,
LAW,7533,LAW,7032,1,
LAW,7550,LAW,7002,1,
LAW,7550,LAW,7017,2,
LAW,7552,LAW,7002,1,
LAW,7552,LAW,7017,2,
LAW,7588,LAW,7002,1,
LAW,7588,LAW,7032,2,
LAW,7588,LAW,7017,3,
LAW,7725,LAW,7065,1,
LAW,7727,LAW,7056,1,
LAW,7777,LAW,7065,1,
LAW,7779,LAW,7076,1,
LAW,7779,LAW,7002,2,
LAW,7779,LAW,7017,3,
LAW,7779,LAW,7032,4,
LAW,7779,LAW,7174,5,
LAW,7783,LAW,7032,1,
LAW,7786,LAW,7301,1,
LAW,7859,LAW,7091,1,
LAW,7862,LAW,7091,1,
LAW,7864,LAW,7091,1,
LAW,7865S,LAW,7091,1,
LAW,7867,LAW,7091,1,
LAW,7868,LAW,7091,1,
LAW,7869,LAW,7091,1,
LAW,7890,LAW,7017,1,
LAW,7890,LAW,7002,2,
LAW,7900,LAW,7017,1,
LAW,7900,LAW,7032,2,
LAW,7900,LAW,7002,3,
MASC,320,BIOL,111,1,
MASC,320,BIOL,113,2,
MASC,320,BIOL,123,3,
MASC,320,CHEM,106,4,
MASC,320,CHEM,116,5,
MASC,320,GEOL,101,6,
MASC,320,GEOG,203,6,
MASC,320,ASTR,101,7,
MASC,320,ASTR,102,8,
MASC,320,PHYS,205,9,
MASC,420,BIOL,111,1,
MASC,420,BIOL,113,1,
MASC,420,BIOL,123,2,
MASC,420,CHEM,106,3,
MASC,420,CHEM,116,4,
MASC,420,GEOL,101,5,
MASC,420,GEOG,203,5,
MASC,420,ASTR,101,6,
MASC,420,ASTR,102,7,
MASC,420,PHYS,205,8,
MATH,142,MATH,140,1,
MATH,142,MATH,150,1,
MATH,147,MATH,150,1,
MATH,148,MATH,147,1,
MATH,148,MATH,151,1,
MATH,151,MATH,150,1,
MATH,152,MATH,151,1,
MATH,152,MATH,147,1,
MATH,152,MATH,171,1,
MATH,170,MATH,150,1,
MATH,170,MATH,171,1,
MATH,170,MATH,172,1,
MATH,171,MATH,150,1,
MATH,172,MATH,147,1,
MATH,172,MATH,151,1,
MATH,172,MATH,171,1,
MATH,221,MATH,148,1,
MATH,221,MATH,152,1,
MATH,221,MATH,172,1,
MATH,251,MATH,148,1,
MATH,251,MATH,152,1,
MATH,251,MATH,172,1,
MATH,300,MATH,148,1,
MATH,300,MATH,152,1,
MATH,300,MATH,172,1,
MATH,304,MATH,148,1,
MATH,304,MATH,152,1,
MATH,304,MATH,172,1,
MATH,308,MATH,221,1,
MATH,308,MATH,251,1,
MATH,308,MATH,253,1,
MATH,309,MATH,221,1,
MATH,309,MATH,251,1,
MATH,309,MATH,253,1,
MATH,309,MATH,308,2,
MATH,311,MATH,221,1,
MATH,311,MATH,251,1,
MATH,311,MATH,253,1,
MATH,311,MATH,308,2,
MATH,325,MATH,152,1,
MATH,325,MATH,172,1,
MATH,366,MATH,365,1,
MATH,367,MATH,366,1,
MATH,401,MATH,308,1,
MATH,403,MATH,467,1,
MATH,407,MATH,221,1,
MATH,407,MATH,251,1,
MATH,407,MATH,253,1,
MATH,409,MATH,300,1,
MATH,409,MATH,220,1,
MATH,409,MATH,221,2,
MATH,409,MATH,251,2,
MATH,409,MATH,253,2,
MATH,410,MATH,409,1,
MATH,410,MATH,304,2,
MATH,410,MATH,323,2,
MATH,411,MATH,221,1,
MATH,411,MATH,251,1,
MATH,411,MATH,253,1,
MATH,412,MATH,308,1,
MATH,414,MATH,304,1,
MATH,414,MATH,309,1,
MATH,414,MATH,311,1,
MATH,414,MATH,323,1,
MATH,415,MATH,300,1,
MATH,415,MATH,220,1,
MATH,415,MATH,304,2,
MATH,415,MATH,309,2,
MATH,415,MATH,311,2,
MATH,415,MATH,323,2,
MATH,416,MATH,415,1,
MATH,417,MATH,304,1,
MATH,417,MATH,309,1,
MATH,417,MATH,311,1,
MATH,417,MATH,323,1,
MATH,417,MATH,308,2,
MATH,419,MATH,411,1,
MATH,419,STAT,414,1,
MATH,423,MATH,300,1,
MATH,423,MATH,220,1,
MATH,423,CSCE,222,1,
MATH,423,MATH,304,2,
MATH,423,MATH,323,2,
MATH,424,MATH,304,1,
MATH,424,MATH,309,1,
MATH,424,MATH,311,1,
MATH,424,MATH,323,1,
MATH,424,MATH,411,2,
MATH,424,STAT,414,2,
MATH,425,MATH,308,1,
MATH,425,MATH,411,2,
MATH,425,STAT,211,2,
MATH,425,STAT,414,2,
MATH,427,MATH,300,1,
MATH,427,MATH,220,1,
MATH,427,MATH,304,2,
MATH,427,MATH,323,2,
MATH,433,MATH,300,1,
MATH,433,MATH,220,1,
MATH,433,MATH,302,1,
MATH,433,MATH,304,2,
MATH,433,MATH,323,2,
MATH,442,MATH,304,1,
MATH,442,MATH,309,1,
MATH,442,MATH,311,1,
MATH,442,MATH,323,1,
MATH,442,MATH,308,2,
MATH,447,MATH,304,1,
MATH,447,MATH,309,1,
MATH,447,MATH,311,1,
MATH,447,MATH,323,1,
MATH,447,MATH,446,2,
MATH,447,MATH,410,2,
MATH,447,MATH,436,3,
MATH,467,MATH,304,1,
MATH,467,MATH,309,1,
MATH,467,MATH,311,1,
MATH,467,MATH,323,1,
MATH,467,MATH,300,1,
MATH,467,MATH,220,1,
MATH,470,MATH,304,1,
MATH,470,MATH,309,1,
MATH,470,MATH,311,1,
MATH,470,MATH,323,1,
MATH,470,CSCE,110,2,
MATH,470,CSCE,111,2,
MATH,470,CSCE,120,2,
MATH,470,CSCE,206,2,
MATH,470,ENGR,102,2,
MATH,470,ENGR,112,2,
MATH,471,MATH,470,1,
MATH,482,MATH,409,1,
MATH,482,MATH,415,1,
MCMD,677,MSCI,601,1,
MCMD,677,GENE,603,1,
MCMD,677,GENE,631,1,
MEEN,210,ENGR,102,1,
MEEN,221,PHYS,206,1,
MEEN,221,PHYS,218,1,
MEEN,221,MATH,251,2,
MEEN,221,MATH,253,2,
MEEN,223,CHEM,120,1,
MEEN,223,CHEM,107,1,
MEEN,223,CHEM,117,2,
MEEN,223,PHYS,206,3,
MEEN,225,PHYS,206,1,
MEEN,225,MATH,251,2,
MEEN,225,MATH,253,2,
MEEN,260,STAT,211,1,
MEEN,260,ECEN,215,2,
MEEN,260,MEEN,315,3,
MEEN,260,MATH,308,4,
MEEN,305,MEEN,225,1,
MEEN,305,MEEN,210,2,
MEEN,315,MEEN,221,1,
MEEN,315,MEEN,225,1,
MEEN,315,MATH,251,2,
MEEN,315,MATH,253,2,
MEEN,344,MEEN,315,1,
MEEN,344,MATH,308,2,
MEEN,345,MEEN,260,1,
MEEN,345,MEEN,344,2,
MEEN,357,MATH,308,1,
MEEN,360,MEEN,223,1,
MEEN,360,MEEN,260,2,
MEEN,361,MEEN,210,1,
MEEN,361,MEEN,260,2,
MEEN,361,MEEN,360,3,
MEEN,363,MEEN,225,1,
MEEN,363,MEEN,221,1,
MEEN,363,MATH,308,2,
MEEN,363,MEEN,357,3,
MEEN,363,MEEN,305,4,
MEEN,364,MEEN,260,1,
MEEN,364,MEEN,363,2,
MEEN,364,ECEN,215,3,
MEEN,365,MEEN,260,1,
MEEN,365,MEEN,363,2,
MEEN,365,ECEN,215,3,
MEEN,365,MEEN,364,4,
MEEN,368,MEEN,305,1,
MEEN,368,MEEN,210,2,
MEEN,401,MEEN,360,1,
MEEN,401,MEEN,361,2,
MEEN,401,MEEN,364,3,
MEEN,401,MEEN,365,4,
MEEN,401,MEEN,368,5,
MEEN,401,MEEN,461,6,
MEEN,401,MEEN,464,7,
MEEN,402,MEEN,401,1,
MEEN,404,MEEN,401,1,
MEEN,404,MEEN,360,2,
MEEN,404,MEEN,361,3,
MEEN,404,MEEN,364,4,
MEEN,404,MEEN,461,5,
MEEN,406,MEEN,260,1,
MEEN,406,MEEN,315,2,
MEEN,408,MEEN,364,1,
MEEN,410,MEEN,344,1,
MEEN,421,MEEN,461,1,
MEEN,423,MEEN,357,1,
MEEN,431,MEEN,364,1,
MEEN,432,MEEN,363,1,
MEEN,436,MEEN,344,1,
MEEN,439,MEEN,315,1,
MEEN,440,MEEN,368,1,
MEEN,440,BMEN,361,1,
MEEN,440,BAEN,375,1,
MEEN,442,MEEN,363,1,
MEEN,442,MEEN,368,2,
MEEN,451,MEEN,368,1,
MEEN,453,MEEN,360,1,
MEEN,453,MEEN,361,2,
MEEN,454,MEEN,344,1,
MEEN,454,MEEN,368,2,
MEEN,458,PHYS,206,1,
MEEN,460,MEEN,360,1,
MEEN,460,MEEN,361,2,
MEEN,461,MEEN,344,1,
MEEN,464,MEEN,345,1,
MEEN,464,MEEN,461,2,
MEEN,475,MEEN,360,1,
MEEN,475,MEEN,361,2,
MEFB,450,MEFB,352,1,
MEFB,450,MEFB,452,1,
MEFB,450,RDNG,470,2,
MEFB,450,RDNG,490,3,
MEFB,452,MEFB,450,1,
MEFB,452,RDNG,470,2,
MEFB,452,RDNG,490,3,
MEFB,452,MEFB,460,3,
MEFB,452,MEFB,470,4,
MEFB,452,RDNG,490,5,
MEFB,460,MASC,351,1,
MEFB,460,MASC,450,2,
MEFB,460,MEFB,452,3,
MEFB,460,MEFB,470,4,
MEFB,460,RDNG,490,5,
MEFB,470,MEFB,452,1,
MEFB,470,MEFB,460,1,
MEFB,470,RDNG,490,1,
MGMT,312,MGMT,311,1,
MGMT,312,MGMT,211,1,
MGMT,372,MGMT,363,1,
MGMT,373,MGMT,363,1,
MGMT,421,MGMT,363,1,
MGMT,422,MGMT,363,1,
MGMT,424,MGMT,363,1,
MGMT,425,MGMT,373,1,
MGMT,439,MGMT,363,1,
MGMT,440,MGMT,363,1,
MGMT,460,MGMT,363,1,
MGMT,464,MGMT,363,1,
MGMT,466,MGMT,311,1,
MGMT,466,MGMT,211,1,
MGMT,466,MGMT,363,2,
MGMT,466,FINC,341,3,
MGMT,466,INFO,364,4,
MGMT,466,SCMT,364,4,
MGMT,466,MKTG,321,5,
MGMT,489,MGMT,363,1,
MKTG,322,MKTG,321,1,
MKTG,323,MKTG,321,1,
MKTG,323,BUSN,203,2,
MKTG,323,SCMT,303,2,
MKTG,323,STAT,211,2,
MKTG,325,MKTG,321,1,
MKTG,335,MKTG,321,1,
MKTG,336,MKTG,321,1,
MKTG,337,MKTG,321,1,
MKTG,345,MKTG,321,1,
MKTG,347,MKTG,321,1,
MKTG,404,MKTG,321,1,
MKTG,425,MKTG,321,1,
MKTG,430,MKTG,323,1,
MKTG,431,MKTG,321,1,
MKTG,436,MKTG,335,1,
MKTG,440,MKTG,321,1,
MKTG,441,MKTG,321,1,
MKTG,442,MKTG,321,1,
MKTG,444,MKTG,321,1,
MKTG,448,MKTG,323,1,
MKTG,626,MKTG,625,1,
MMET,181,MMET,105,1,
MMET,181,ENGR,102,1,
MMET,181,ENGR,111,1,
MMET,201,ENGR,102,1,
MMET,201,ENGR,111,1,
MMET,201,CHEM,107,2,
MMET,201,CHEM,117,3,
MMET,201,CHEM,120,3,
MMET,201,CHEM,102,3,
MMET,201,CHEM,112,4,
MMET,206,CHEM,107,1,
MMET,206,CHEM,117,2,
MMET,206,CHEM,102,2,
MMET,206,CHEM,112,3,
MMET,206,CHEM,120,3,
MMET,207,CHEM,107,1,
MMET,207,CHEM,117,2,
MMET,207,CHEM,102,2,
MMET,207,CHEM,112,3,
MMET,207,CHEM,120,3,
MMET,275,MATH,152,1,
MMET,275,PHYS,206,2,
MMET,275,PHYS,218,2,
MMET,281,MMET,181,1,
MMET,281,ENTC,181,1,
MMET,281,MMET,206,2,
MMET,281,ENTC,206,2,
MMET,301,ENGL,104,1,
MMET,301,ENGL,103,1,
MMET,301,MATH,151,2,
MMET,301,MATH,152,3,
MMET,301,PHYS,206,4,
MMET,301,PHYS,218,4,
MMET,301,ENGR,216,5,
MMET,301,PHYS,216,5,
MMET,301,PHYS,218,5,
MMET,301,CHEM,107,6,
MMET,301,CHEM,117,7,
MMET,301,CHEM,120,7,
MMET,301,CHEM,102,7,
MMET,301,CHEM,112,8,
